Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARC CLEMATIS,8B Jalan Lempeng  #03-25 ,1,65,Strata,1097000,-,16877,1568,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #18-36 ,1,42,Strata,747000,-,17786,1652,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #18-57 ,1,97,Strata,1738000,-,17918,1665,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #22-25 ,1,65,Strata,1166000,-,17938,1667,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #17-13 ,1,84,Strata,1472000,-,17524,1628,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #12-36 ,1,42,Strata,729000,-,17357,1613,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #07-36 ,1,42,Strata,710000,-,16905,1570,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #02-36 ,1,42,Strata,699000,-,16643,1546,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #05-36 ,1,42,Strata,704000,-,16762,1557,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #16-26 ,1,42,Strata,739000,-,17595,1635,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
THE FLORENCE RESIDENCES,93 Hougang Avenue 2  #04-60 ,1,44,Strata,709000,-,16114,1497,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538865,North East Region,Hougang
PARC ESTA,900 Sims Avenue  #10-06 ,1,39,Strata,768000,-,19692,1829,31-AUG-2019,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,HDB,14,40,408966,Central Region,Geylang
PARC CLEMATIS,8F Jalan Lempeng  #17-60 ,1,67,Strata,1158000,-,17284,1606,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #20-52 ,1,42,Strata,761000,-,18119,1683,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
TREASURE AT TAMPINES,43 Tampines Lane  #02-146 ,1,96,Strata,1357000,-,14135,1313,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528464,East Region,Tampines
PARC CLEMATIS,6A Jalan Lempeng  #19-05 ,1,136,Strata,2492000,-,18324,1702,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128822,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #18-24 ,1,100,Strata,1744000,-,17440,1620,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #24-65 ,1,242,Strata,3662000,-,15132,1406,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
TREASURE AT TAMPINES,17 Tampines Lane  #05-63 ,1,43,Strata,660000,-,15349,1426,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528477,East Region,Tampines
PARC CLEMATIS,8A Jalan Lempeng  #20-19 ,1,69,Strata,1247000,-,18072,1679,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
TREASURE AT TAMPINES,45 Tampines Lane  #11-155 ,1,96,Strata,1432000,-,14917,1386,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528463,East Region,Tampines
DE CASALLE,86A Lorong N Telok Kurau  #04-03 ,1,120,Strata,1500000,-,12500,1161,31-AUG-2019,Apartment,Freehold,1996,Resale,N.A,15,42,425236,East Region,Bedok
PARC CLEMATIS,6A Jalan Lempeng  #18-05 ,1,136,Strata,2488000,-,18294,1700,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128822,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #16-44 ,1,68,Strata,1168000,-,17176,1596,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #18-26 ,1,42,Strata,745000,-,17738,1648,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #06-09 ,1,85,Strata,1477000,-,17376,1614,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
NYON,12 Amber Road  #03-03 ,1,45,Strata,1010000,-,22444,2085,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
THE FLORENCE RESIDENCES,85 Hougang Avenue 2  #04-22 ,1,62,Strata,955000,-,15403,1431,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538861,North East Region,Hougang
PARC CLEMATIS,8F Jalan Lempeng  #02-64 ,1,69,Strata,1170000,-,16957,1575,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #08-64 ,1,69,Strata,1200000,-,17391,1616,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #09-28 ,1,48,Strata,842000,-,17542,1630,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #18-28 ,1,48,Strata,869000,-,18104,1682,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #11-31 ,1,64,Strata,1071000,-,16734,1555,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #16-35 ,1,42,Strata,738000,-,17571,1632,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #16-13 ,1,84,Strata,1468000,-,17476,1624,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #06-28 ,1,48,Strata,831000,-,17313,1608,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #07-19 ,1,69,Strata,1217000,-,17638,1639,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #08-33 ,1,77,Strata,1330000,-,17273,1605,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #07-23 ,1,67,Strata,1123000,-,16761,1557,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PIERMONT GRAND,42 Sumang Walk  #09-46 ,1,97,Strata,1098400,-,11324,1052,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
PARC CLEMATIS,8C Jalan Lempeng  #05-37 ,1,48,Strata,809000,-,16854,1566,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PIERMONT GRAND,22 Sumang Walk  #04-04 ,1,105,Strata,1178400,-,11223,1043,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828677,North East Region,Punggol
PARC CLEMATIS,6A Jalan Lempeng  #08-07 ,1,116,Strata,2071000,-,17853,1659,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128822,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #10-25 ,1,65,Strata,1130000,-,17385,1615,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #08-57 ,1,97,Strata,1718000,-,17711,1645,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #03-27 ,1,42,Strata,702000,-,16714,1553,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #12-34 ,1,80,Strata,1374000,-,17175,1596,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #09-09 ,1,85,Strata,1489000,-,17518,1627,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
THE FLORENCE RESIDENCES,95 Hougang Avenue 2  #08-69 ,1,86,Strata,1351000,-,15709,1459,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,533754,North East Region,Hougang
PARC CLEMATIS,8A Jalan Lempeng  #18-19 ,1,69,Strata,1243000,-,18014,1674,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PIERMONT GRAND,42 Sumang Walk  #10-45 ,1,90,Strata,1051500,-,11683,1085,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
PARC CLEMATIS,8B Jalan Lempeng  #20-27 ,1,42,Strata,756000,-,18000,1672,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #07-27 ,1,42,Strata,717000,-,17071,1586,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #19-27 ,1,42,Strata,753000,-,17929,1666,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #09-37 ,1,48,Strata,832000,-,17333,1610,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #11-18 ,1,66,Strata,1173000,-,17773,1651,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #12-09 ,1,85,Strata,1497000,-,17612,1636,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #07-30 ,1,82,Strata,1415000,-,17256,1603,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #10-30 ,1,82,Strata,1439000,-,17549,1630,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #17-24 ,1,100,Strata,1741000,-,17410,1617,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #18-25 ,1,65,Strata,1155000,-,17769,1651,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #11-11 ,1,66,Strata,1184000,-,17939,1667,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
1953,1 Tessensohn Road  #05-11 ,1,57,Strata,1143000,-,20053,1863,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,HDB,12,21,217701,Central Region,Kallang
PARC CLEMATIS,8B Jalan Lempeng  #12-25 ,1,65,Strata,1136000,-,17477,1624,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
TREASURE AT TAMPINES,7 Tampines Lane  #11-26 ,1,96,Strata,1416000,-,14750,1370,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528487,East Region,Tampines
PARC CLEMATIS,8C Jalan Lempeng  #06-35 ,1,42,Strata,704000,-,16762,1557,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,6A Jalan Lempeng  #18-07 ,1,116,Strata,2121000,-,18284,1699,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128822,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #16-28 ,1,48,Strata,863000,-,17979,1670,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #06-44 ,1,68,Strata,1125000,-,16544,1537,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #19-35 ,1,42,Strata,747000,-,17786,1652,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
NYON,12 Amber Road  #03-01 ,1,67,Strata,1510000,-,22537,2094,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
THE FLORENCE RESIDENCES,97 Hougang Avenue 2  #11-74 ,1,67,Strata,1050000,-,15672,1456,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,533753,North East Region,Hougang
THE FLORENCE RESIDENCES,89 Hougang Avenue 2  #13-37 ,1,62,Strata,1025000,-,16532,1536,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538863,North East Region,Hougang
PARC CLEMATIS,8B Jalan Lempeng  #09-27 ,1,42,Strata,723000,-,17214,1599,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #02-18 ,1,66,Strata,1137000,-,17227,1600,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #03-51 ,1,42,Strata,710000,-,16905,1570,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #05-35 ,1,42,Strata,701000,-,16690,1551,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #13-35 ,1,42,Strata,729000,-,17357,1613,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #10-35 ,1,42,Strata,720000,-,17143,1593,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
NYON,12 Amber Road  #02-03 ,1,45,Strata,998000,-,22178,2060,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
TREASURE AT TAMPINES,7 Tampines Lane  #03-26 ,1,96,Strata,1357000,-,14135,1313,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528487,East Region,Tampines
PARC CLEMATIS,8D Jalan Lempeng  #12-44 ,1,68,Strata,1156000,-,17000,1579,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #21-25 ,1,65,Strata,1163000,-,17892,1662,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #06-25 ,1,65,Strata,1106000,-,17015,1581,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #24-25 ,1,79,Strata,1225000,-,15506,1441,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
NYON,12 Amber Road  #05-01 ,1,67,Strata,1530000,-,22836,2121,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
PARC CLEMATIS,8 Jalan Lempeng  #09-12 ,1,85,Strata,1467000,-,17259,1603,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #05-44 ,1,68,Strata,1122000,-,16500,1533,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128826,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #02-35 ,1,42,Strata,696000,-,16571,1540,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #13-25 ,1,65,Strata,1139000,-,17523,1628,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
THE FLORENCE RESIDENCES,89 Hougang Avenue 2  #06-43 ,1,62,Strata,981000,-,15823,1470,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,HDB,19,53,538863,North East Region,Hougang
PARC CLEMATIS,8D Jalan Lempeng  #03-48 ,1,115,Strata,1960000,-,17043,1583,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #17-50 ,1,47,Strata,853000,-,18149,1686,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #08-09 ,1,85,Strata,1483000,-,17447,1621,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
TREASURE AT TAMPINES,3 Tampines Lane  #08-10 ,1,94,Strata,1382000,-,14702,1366,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528483,East Region,Tampines
PIERMONT GRAND,42 Sumang Walk  #05-42 ,1,90,Strata,1042400,-,11582,1076,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
PARC CLEMATIS,8A Jalan Lempeng  #15-24 ,1,100,Strata,1735000,-,17350,1612,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #17-35 ,1,42,Strata,741000,-,17643,1639,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #23-25 ,1,65,Strata,1170000,-,18000,1672,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
KENT RIDGE HILL RESIDENCES,66A South Buona Vista Road  #05-81 ,1,56,Strata,858000,-,15321,1423,31-AUG-2019,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,117327,Central Region,Queenstown
PARC CLEMATIS,8 Jalan Lempeng  #13-13 ,1,84,Strata,1459000,-,17369,1614,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #18-30 ,1,82,Strata,1462000,-,17829,1656,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #15-16 ,1,84,Strata,1456000,-,17333,1610,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #10-16 ,1,84,Strata,1442000,-,17167,1595,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #15-17 ,1,120,Strata,2143000,-,17858,1659,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #03-19 ,1,69,Strata,1197000,-,17348,1612,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #06-12 ,1,85,Strata,1458000,-,17153,1594,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #15-36 ,1,42,Strata,738000,-,17571,1632,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
THE FLORENCE RESIDENCES,85 Hougang Avenue 2  #10-22 ,1,62,Strata,983000,-,15855,1473,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,HDB,19,53,538861,North East Region,Hougang
PARC CLEMATIS,8A Jalan Lempeng  #03-23 ,1,67,Strata,1112000,-,16597,1542,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #20-25 ,1,65,Strata,1160000,-,17846,1658,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #08-24 ,1,100,Strata,1695000,-,16950,1575,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
THE FLORENCE RESIDENCES,85 Hougang Avenue 2  #11-22 ,1,62,Strata,987000,-,15919,1479,31-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,HDB,19,53,538861,North East Region,Hougang
PARC CLEMATIS,8B Jalan Lempeng  #05-25 ,1,65,Strata,1103000,-,16969,1576,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #06-13 ,1,84,Strata,1423000,-,16940,1574,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #03-28 ,1,48,Strata,820000,-,17083,1587,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #20-28 ,1,48,Strata,875000,-,18229,1694,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #18-17 ,1,120,Strata,2155000,-,17958,1668,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #13-18 ,1,66,Strata,1177000,-,17833,1657,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #09-44 ,1,68,Strata,1148000,-,16882,1568,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #07-57 ,1,97,Strata,1713000,-,17660,1641,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #07-52 ,1,42,Strata,718000,-,17095,1588,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #11-52 ,1,42,Strata,734000,-,17476,1624,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #08-26 ,1,42,Strata,711000,-,16929,1573,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #10-09 ,1,85,Strata,1492000,-,17553,1631,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
