Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARC CLEMATIS,8A Jalan Lempeng  #05-23 ,1,67,Strata,1117000,-,16672,1549,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #19-25 ,1,65,Strata,1157000,-,17800,1654,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #08-25 ,1,65,Strata,1112000,-,17108,1589,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #16-21 ,1,120,Strata,2096000,-,17467,1623,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #22-28 ,1,48,Strata,881000,-,18354,1705,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #07-28 ,1,48,Strata,834000,-,17375,1614,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #15-25 ,1,65,Strata,1146000,-,17631,1638,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #12-33 ,1,77,Strata,1357000,-,17623,1637,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #20-60 ,1,67,Strata,1168000,-,17433,1620,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
LE QUEST,6 Bukit Batok Street 41  #10-15 ,1,122,Strata,1828000,-,14984,1392,31-AUG-2019,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657992,West Region,Bukit Batok
PARC CLEMATIS,8A Jalan Lempeng  #08-18 ,1,66,Strata,1167000,-,17682,1643,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #03-09 ,1,85,Strata,1468000,-,17271,1604,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #05-11 ,1,66,Strata,1163000,-,17621,1637,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #15-09 ,1,85,Strata,1506000,-,17718,1646,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #05-09 ,1,85,Strata,1474000,-,17341,1611,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #14-35 ,1,42,Strata,732000,-,17429,1619,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #04-36 ,1,42,Strata,701000,-,16690,1551,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,6 Jalan Lempeng  #08-04 ,1,139,Strata,2470000,-,17770,1651,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128795,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #15-64 ,1,69,Strata,1226000,-,17768,1651,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
TREASURE AT TAMPINES,55 Tampines Lane  #02-190 ,1,78,Strata,1122000,-,14385,1336,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528458,East Region,Tampines
PARC CLEMATIS,8A Jalan Lempeng  #09-23 ,1,67,Strata,1131000,-,16881,1568,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #14-27 ,1,42,Strata,738000,-,17571,1632,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #20-35 ,1,42,Strata,750000,-,17857,1659,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #14-36 ,1,42,Strata,735000,-,17500,1626,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #17-36 ,1,42,Strata,744000,-,17714,1646,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #02-23 ,1,67,Strata,1110000,-,16567,1539,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #15-13 ,1,84,Strata,1465000,-,17440,1620,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #08-58 ,1,85,Strata,1407000,-,16553,1538,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #16-18 ,1,66,Strata,1183000,-,17924,1665,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #04-52 ,1,42,Strata,709000,-,16881,1568,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #21-21 ,1,120,Strata,2117000,-,17642,1639,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #11-19 ,1,69,Strata,1228000,-,17797,1653,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #08-14 ,1,67,Strata,1137000,-,16970,1577,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #12-27 ,1,42,Strata,732000,-,17429,1619,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #08-44 ,1,68,Strata,1132000,-,16647,1547,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #23-44 ,1,68,Strata,1191000,-,17515,1627,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128826,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #02-25 ,1,65,Strata,1095000,-,16846,1565,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #04-35 ,1,42,Strata,698000,-,16619,1544,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #07-13 ,1,84,Strata,1426000,-,16976,1577,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #21-35 ,1,42,Strata,753000,-,17929,1666,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #16-25 ,1,65,Strata,1149000,-,17677,1642,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #16-30 ,1,82,Strata,1456000,-,17756,1650,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #05-13 ,1,84,Strata,1420000,-,16905,1570,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #10-13 ,1,84,Strata,1450000,-,17262,1604,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #06-19 ,1,69,Strata,1212000,-,17565,1632,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #09-19 ,1,69,Strata,1224000,-,17739,1648,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #04-26 ,1,42,Strata,699000,-,16643,1546,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #05-27 ,1,42,Strata,711000,-,16929,1573,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #10-14 ,1,67,Strata,1145000,-,17090,1588,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #20-39 ,1,97,Strata,1742000,-,17959,1668,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128825,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #18-27 ,1,42,Strata,750000,-,17857,1659,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #07-25 ,1,65,Strata,1109000,-,17062,1585,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #17-25 ,1,65,Strata,1152000,-,17723,1647,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #08-55 ,1,64,Strata,1108000,-,17313,1608,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #02-56 ,1,64,Strata,1094000,-,17094,1588,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #10-36 ,1,42,Strata,723000,-,17214,1599,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #08-16 ,1,84,Strata,1432000,-,17048,1584,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128796,West Region,Clementi
PIERMONT GRAND,32 Sumang Walk  #16-23 ,1,121,Strata,1455200,-,12026,1117,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828621,North East Region,Punggol
PARC CLEMATIS,8B Jalan Lempeng  #05-28 ,1,48,Strata,828000,-,17250,1603,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,6 Jalan Lempeng  #20-01 ,1,159,Strata,2768000,-,17409,1617,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128795,West Region,Clementi
PARC CLEMATIS,6A Jalan Lempeng  #17-07 ,1,116,Strata,2118000,-,18259,1696,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128822,West Region,Clementi
PARC CLEMATIS,8D Jalan Lempeng  #18-44 ,1,68,Strata,1175000,-,17279,1605,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128826,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #03-35 ,1,42,Strata,697000,-,16595,1542,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
TREASURE AT TAMPINES,55 Tampines Lane  #08-191 ,1,78,Strata,1059000,-,13577,1261,31-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528458,East Region,Tampines
PARC CLEMATIS,8A Jalan Lempeng  #04-18 ,1,66,Strata,1147000,-,17379,1615,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128823,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #04-27 ,1,42,Strata,704000,-,16762,1557,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128824,West Region,Clementi
PARC CLEMATIS,8C Jalan Lempeng  #21-37 ,1,48,Strata,868000,-,18083,1680,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128825,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #22-64 ,1,69,Strata,1241000,-,17986,1671,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
SEASIDE RESIDENCES,16 Siglap Link  #26-23 ,1,55,Strata,1253760,-,22796,2118,31-AUG-2019,Apartment,99 Yrs From 18/04/2016,Uncompleted,New Sale,N.A,15,44,448872,East Region,Bedok
KANDIS RESIDENCE,2 Kandis Link  #07-02 ,1,75,Strata,1119000,-,14920,1386,31-AUG-2019,Condominium,99 Yrs From 11/07/2016,Uncompleted,New Sale,HDB,27,75,756967,North Region,Sembawang
PARC CLEMATIS,8E Jalan Lempeng  #02-55 ,1,64,Strata,1089000,-,17016,1581,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,128827,West Region,Clementi
NYON,12 Amber Road  #05-03 ,1,45,Strata,1034000,-,22978,2135,31-AUG-2019,Apartment,Freehold,Uncompleted,New Sale,N.A,15,43,439858,Central Region,Marine Parade
PARC CLEMATIS,8F Jalan Lempeng  #05-58 ,1,85,Strata,1399000,-,16459,1529,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,HDB,05,12,126740,West Region,Clementi
PARC CLEMATIS,8B Jalan Lempeng  #12-26 ,1,42,Strata,727000,-,17310,1608,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128824,West Region,Clementi
PARC CLEMATIS,8 Jalan Lempeng  #07-09 ,1,85,Strata,1480000,-,17412,1618,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128796,West Region,Clementi
PARC CLEMATIS,8E Jalan Lempeng  #06-52 ,1,42,Strata,715000,-,17024,1582,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128827,West Region,Clementi
PARC CLEMATIS,8A Jalan Lempeng  #08-23 ,1,67,Strata,1126000,-,16806,1561,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128823,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #08-65 ,1,120,Strata,2148000,-,17900,1663,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PARC CLEMATIS,8F Jalan Lempeng  #22-58 ,1,85,Strata,1452000,-,17082,1587,31-AUG-2019,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
PIERMONT GRAND,42 Sumang Walk  #12-45 ,1,90,Strata,1027200,-,11413,1060,31-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828626,North East Region,Punggol
CORALS AT KEPPEL BAY,19 Keppel Bay Drive  #06-37 ,1,82,Strata,1880000,-,22927,2130,30-AUG-2019,Condominium,99 Yrs From 26/02/2007,2016,Resale,N.A,04,09,098021,Central Region,Bukit Merah
HIGH PARK RESIDENCES,29 Fernvale Road  #11-40 ,1,54,Strata,710000,-,13148,1221,30-AUG-2019,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,HDB,28,79,797416,North East Region,Sengkang
PIERMONT GRAND,46 Sumang Walk  #08-54 ,1,78,Strata,927200,-,11887,1104,30-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,HDB,19,82,828628,North East Region,Punggol
AFFINITY AT SERANGOON,22 Serangoon North Avenue 1  #08-29 ,1,50,Strata,786000,-,15720,1460,30-AUG-2019,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,HDB,19,55,554338,North East Region,Serangoon
MELVILLE PARK,18 Simei Street 1  #10-14 ,1,101,Strata,710000,-,7030,653,30-AUG-2019,Condominium,99 Yrs From 01/09/1992,1996,Resale,HDB,18,52,529943,East Region,Tampines
PARC ESTA,904 Sims Avenue  #11-25 ,1,59,Strata,1075000,-,18220,1693,30-AUG-2019,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,HDB,14,40,408968,Central Region,Geylang
SKIES MILTONIA,25 Miltonia Close  #02-12 ,1,109,Strata,1050000,-,9633,895,30-AUG-2019,Condominium,99 Yrs From 20/02/2012,2016,Resale,HDB,27,76,768060,North Region,Yishun
THE CANOPY,81 Yishun Avenue 11  #06-26 ,1,81,Strata,718000,-,8864,824,30-AUG-2019,Executive Condominium,99 Yrs From 14/06/2010,2014,Resale,HDB,27,76,768863,North Region,Yishun
SUFFOLK PREMIER,3 Suffolk Road  #14-02 ,1,97,Strata,1280000,-,13196,1226,30-AUG-2019,Apartment,Freehold,2007,Resale,N.A,11,30,307781,Central Region,Novena
THE NCLAVE,83 Lorong N Telok Kurau  #02-06 ,1,97,Strata,1180000,-,12165,1130,30-AUG-2019,Apartment,Freehold,2007,Resale,N.A,15,42,425265,East Region,Bedok
THOMSON 800,806 Thomson Road  #19-13 ,1,356,Strata,4508888,-,12665,1177,30-AUG-2019,Condominium,Freehold,1999,Resale,N.A,11,29,298189,Central Region,Toa Payoh
THE FLORENCE RESIDENCES,85 Hougang Avenue 2  #09-25 ,1,67,Strata,1020000,-,15224,1414,30-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538861,North East Region,Hougang
AMBER PARK,18A Amber Gardens  #02-23 ,1,45,Strata,1153600,-,25636,2382,30-AUG-2019,Condominium,Freehold,Uncompleted,New Sale,N.A,15,43,439981,Central Region,Marine Parade
BELYSA,59 Pasir Ris Drive 1  #07-16 ,1,77,Strata,765000,-,9935,923,30-AUG-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,N.A,18,51,519532,East Region,Pasir Ris
AMBER PARK,16 Amber Gardens  #18-02 ,1,199,Strata,5559840,-,27939,2596,30-AUG-2019,Condominium,Freehold,Uncompleted,New Sale,N.A,15,43,439961,Central Region,Marine Parade
PARC SOPHIA,12 Adis Road  #03-24 ,1,58,Strata,1008000,-,17379,1615,30-AUG-2019,Apartment,Freehold,2011,Resale,N.A,09,22,229976,Central Region,Rochor
GRANDEUR 8,2 Ang Mo Kio Central 3  #03-04 ,1,117,Strata,1260000,-,10769,1000,30-AUG-2019,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567741,North East Region,Ang Mo Kio
TAI PENG GARDENS,26 Jalan Rengkam ,1,189,Land,3000000,-,15881,1475,30-AUG-2019,Terrace House,Freehold,Unknown,Resale,HDB,19,53,537582,North East Region,Hougang
VIIO @ BALESTIER,520 Balestier Road  #08-01 ,1,52,Strata,942000,-,18115,1683,30-AUG-2019,Apartment,Freehold,2018,Sub Sale,HDB,12,32,329853,Central Region,Novena
THE IMPERIAL,1 Jalan Rumbia  #08-02 ,1,168,Strata,3796800,-,22600,2100,30-AUG-2019,Condominium,Freehold,2006,Resale,N.A,09,23,239616,Central Region,Museum
ASTRID MEADOWS,46 Coronation Road West  #05-04 ,1,353,Strata,6950000,-,19688,1829,30-AUG-2019,Condominium,Freehold,1990,Resale,N.A,10,26,269262,Central Region,Bukit Timah
THE MILTONIA RESIDENCES,536 Miltonia Close  #02-39 ,1,106,Strata,1120000,-,10566,982,30-AUG-2019,Condominium,99 Yrs From 30/11/2010,2014,Resale,N.A,27,76,768112,North Region,Yishun
FOURTH AVENUE RESIDENCES,12 Fourth Avenue  #02-38 ,1,44,Strata,1074000,-,24409,2268,30-AUG-2019,Apartment,99 Yrs From 07/03/2018,Uncompleted,New Sale,N.A,10,26,268676,Central Region,Bukit Timah
STIRLING RESIDENCES,25 Stirling Road  #24-32 ,1,73,Strata,1446000,-,19808,1840,30-AUG-2019,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
PARC ESTA,900 Sims Avenue  #11-06 ,1,39,Strata,771000,-,19769,1837,30-AUG-2019,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,HDB,14,40,408966,Central Region,Geylang
NUOVO,21 Ang Mo Kio Avenue 9  #10-02 ,1,132,Strata,1288000,-,9758,907,30-AUG-2019,Executive Condominium,99 Yrs From 02/05/2001,2004,Resale,N.A,20,56,569786,North East Region,Ang Mo Kio
WALLICH RESIDENCE,3 Wallich Street  #50-09 ,1,102,Strata,3420000,-,33529,3115,30-AUG-2019,Apartment,99 Yrs From 21/02/2011,2017,Resale,HDB,02,07,078882,Central Region,Downtown Core
EUHABITAT,222 Jalan Eunos  #02-106 ,1,49,Strata,675000,-,13776,1280,30-AUG-2019,Condominium,99 Yrs From 06/12/2010,2015,Resale,HDB,14,41,415871,East Region,Bedok
KENT RIDGE HILL RESIDENCES,66A South Buona Vista Road  #05-82 ,1,60,Strata,956000,-,15933,1480,30-AUG-2019,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,HDB,05,11,117327,Central Region,Queenstown
BISHAN LOFT,31 Bishan Street 11  #03-02 ,1,109,Strata,1280000,-,11743,1091,30-AUG-2019,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,N.A,20,57,579819,Central Region,Bishan
CASA CAMBIO,11 Lim Tua Tow Road  #04-26 ,1,46,Strata,735000,-,15978,1484,30-AUG-2019,Condominium,Freehold,2014,Resale,N.A,19,54,547803,North East Region,Serangoon
HIGHLAND CENTRE,22 Yio Chu Kang Road  #03-08 ,1,108,Strata,1000000,-,9259,860,30-AUG-2019,Apartment,Freehold,1995,Resale,HDB,19,54,545535,North East Region,Hougang
TREASURE AT TAMPINES,3 Tampines Lane  #06-10 ,1,94,Strata,1364000,-,14511,1348,30-AUG-2019,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,HDB,18,52,528483,East Region,Tampines
LUXUS HILLS,36 Luxus Hill Drive ,1,150,Land,3138000,-,20920,1944,30-AUG-2019,Terrace House,999 Yrs From 01/01/1879,2018,Resale,N.A,28,80,804775,North East Region,Serangoon
SELETAR SPRINGS CONDOMINIUM,102 Gerald Drive  #02-80 ,1,124,Strata,945000,-,7621,708,30-AUG-2019,Condominium,99 Yrs From 12/08/1997,2000,Resale,HDB,28,79,798593,North East Region,Hougang
HAUS ON HANDY,28 Handy Road  #11-02 ,1,59,Strata,1837600,-,31146,2894,30-AUG-2019,Condominium,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,09,22,229240,Central Region,Museum
THE FLORENCE RESIDENCES,83 Hougang Avenue 2  #09-12 ,1,118,Strata,1760000,-,14915,1386,30-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538860,North East Region,Hougang
CITY STUDIOS,30 Race Course Lane  #03-04 ,1,70,Strata,975000,-,13929,1294,30-AUG-2019,Apartment,Freehold,2013,Resale,N.A,08,21,218745,Central Region,Rochor
ASTOR GREEN,3 Pine Grove  #05-01 ,1,99,Strata,1230000,-,12424,1154,30-AUG-2019,Condominium,99 Yrs From 18/11/1991,1995,Resale,N.A,21,59,597590,Central Region,Bukit Timah
PIERMONT GRAND,36 Sumang Walk  #11-32 ,1,94,Strata,1105600,-,11762,1093,30-AUG-2019,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828623,North East Region,Punggol
BELYSA,57 Pasir Ris Drive 1  #08-06 ,1,98,Strata,940000,-,9592,891,30-AUG-2019,Executive Condominium,99 Yrs From 24/01/2011,2014,Resale,N.A,18,51,519531,East Region,Pasir Ris
THE NASSIM,18 Nassim Hill  #01-06 ,1,508,Strata,14850000,-,29232,2716,30-AUG-2019,Condominium,Freehold,2015,Resale,HDB,10,25,258485,Central Region,Tanglin
THE IMPERIAL,3 Jalan Rumbia  #03-03 ,1,193,Strata,4250000,-,22021,2046,30-AUG-2019,Condominium,Freehold,2006,Resale,N.A,09,23,239617,Central Region,Museum
SKY@ELEVEN,7 Thomson Lane  #33-03 ,1,252,Strata,4790000,-,19008,1766,30-AUG-2019,Condominium,Freehold,2010,Resale,N.A,11,29,297725,Central Region,Toa Payoh
THE FLORENCE RESIDENCES,83 Hougang Avenue 2  #11-16 ,1,87,Strata,1318000,-,15149,1407,30-AUG-2019,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538860,North East Region,Hougang
WHISTLER GRAND,109 West Coast Vale  #28-18 ,1,118,Strata,1762180,-,14934,1387,30-AUG-2019,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126752,West Region,Clementi
THE TRE VER,64 Potong Pasir Avenue 1  #10-21 ,1,46,Strata,827000,-,17978,1670,30-AUG-2019,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,HDB,13,35,358393,Central Region,Toa Payoh
