Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
THE SEAWIND,76 Lorong M Telok Kurau  #04-14 ,1,60,Strata,980000,-,16333,1517,05-JUN-2016,Condominium,Freehold,2015,New Sale,HDB,15,42,425412,East Region,Bedok
SIMS URBAN OASIS,12 Sims Drive  #12-44 ,1,43,Strata,718000,-,16698,1551,05-JUN-2016,Condominium,99 Yrs From 29/07/2014,Uncompleted,New Sale,N.A,14,38,387391,Central Region,Geylang
THOMSON THREE,21 Bright Hill Drive ,1,305,Strata,2650000,-,8689,807,05-JUN-2016,Semi-Detached House,99 Yrs From 07/11/2012,2016,New Sale,Private,20,57,573883,Central Region,Bishan
BELLEWOODS,116 Woodlands Avenue 5  #11-33 ,1,110,Strata,934560,-,8496,789,05-JUN-2016,Executive Condominium,99 Yrs From 12/08/2013,Uncompleted,New Sale,HDB,25,73,739018,North Region,Woodlands
SIGNATURE AT YISHUN,25 Yishun Street 51  #09-10 ,1,110,Strata,939906,-,8545,794,05-JUN-2016,Executive Condominium,99 Yrs From 25/08/2014,Uncompleted,New Sale,HDB,27,76,768087,North Region,Yishun
THE VENUE RESIDENCES,6 Tai Thong Crescent  #13-01 ,1,115,Strata,1788000,-,15548,1444,05-JUN-2016,Apartment,99 Yrs From 05/12/2012,Uncompleted,New Sale,Private,13,34,347840,Central Region,Toa Payoh
STARS OF KOVAN,986 Upper Serangoon Road  #09-26 ,1,69,Strata,1044340,-,15135,1406,05-JUN-2016,Apartment,99 Yrs From 25/02/2015,Uncompleted,New Sale,Private,19,53,534732,North East Region,Hougang
THE GLADES,18 Bedok Rise  #04-56 ,1,44,Strata,693000,-,15750,1463,05-JUN-2016,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,Private,16,46,465410,East Region,Bedok
HIGHLINE RESIDENCES,11 Kim Tian Road  #19-19 ,1,84,Strata,1619600,-,19281,1791,05-JUN-2016,Condominium,99 Yrs From 22/07/2013,Uncompleted,New Sale,HDB,03,16,168594,Central Region,Bukit Merah
SIMS URBAN OASIS,2 Sims Drive  #16-12 ,1,41,Strata,718000,-,17512,1627,05-JUN-2016,Condominium,99 Yrs From 29/07/2014,Uncompleted,New Sale,N.A,14,38,387386,Central Region,Geylang
SKY VUE,3 Bishan Street 15  #32-17 ,1,63,Strata,1130300,-,17941,1667,05-JUN-2016,Condominium,99 Yrs From 04/03/2013,Uncompleted,New Sale,N.A,20,57,573911,Central Region,Bishan
BOTANIQUE AT BARTLEY,231 Upper Paya Lebar Road  #07-28 ,1,61,Strata,837000,-,13721,1275,05-JUN-2016,Condominium,99 Yrs From 14/04/2014,Uncompleted,New Sale,HDB,19,53,533870,North East Region,Serangoon
PRINCIPAL GARDEN,97 Prince Charles Crescent  #20-22 ,1,100,Strata,1793000,-,17930,1666,05-JUN-2016,Condominium,99 Yrs From 21/07/2014,Uncompleted,New Sale,Private,03,15,159028,Central Region,Bukit Merah
SIMS URBAN OASIS,18 Sims Drive  #11-60 ,1,96,Strata,1361692,-,14184,1318,05-JUN-2016,Condominium,99 Yrs From 29/07/2014,Uncompleted,New Sale,Private,14,38,387394,Central Region,Geylang
FORESTVILLE,42 Woodlands Drive 16  #03-47 ,1,111,Strata,966000,-,8703,809,05-JUN-2016,Executive Condominium,99 Yrs From 06/08/2012,2016,New Sale,Private,25,73,737775,North Region,Woodlands
THE PANORAMA,16 Ang Mo Kio Avenue 2  #12-26 ,1,108,Strata,1432016,-,13259,1232,05-JUN-2016,Condominium,99 Yrs From 08/04/2013,Uncompleted,New Sale,N.A,20,56,567699,North East Region,Ang Mo Kio
SOPHIA HILLS,27 Mount Sophia  #04-100 ,1,43,Strata,986000,-,22930,2130,05-JUN-2016,Condominium,99 Yrs From 10/12/2013,Uncompleted,New Sale,Private,09,22,228478,Central Region,Rochor
SYMPHONY SUITES,7 Yishun Close  #11-16 ,1,64,Strata,723000,-,11297,1050,05-JUN-2016,Condominium,99 Yrs From 10/06/2014,Uncompleted,New Sale,HDB,27,76,768007,North Region,Yishun
LEEDON RESIDENCE,24 Leedon Heights  #06-35 ,1,97,Strata,2297000,-,23680,2200,05-JUN-2016,Condominium,Freehold,2015,New Sale,Private,10,26,266220,Central Region,Bukit Timah
FULCRUM,33 Fort Road  #17-12 ,1,77,Strata,1471000,-,19104,1775,05-JUN-2016,Condominium,Freehold,2016,New Sale,N.A,15,43,439092,Central Region,Kallang
PRINCIPAL GARDEN,93 Prince Charles Crescent  #07-08 ,1,74,Strata,1286000,-,17378,1614,05-JUN-2016,Condominium,99 Yrs From 21/07/2014,Uncompleted,New Sale,HDB,03,15,159026,Central Region,Bukit Merah
NORTH PARK RESIDENCES,15 Yishun Central 1  #05-02 ,1,65,Strata,934200,-,14372,1335,05-JUN-2016,Apartment,99 Yrs From 19/03/2015,Uncompleted,New Sale,Private,27,76,768797,North Region,Yishun
THE RISE @ OXLEY - RESIDENCES,73 Oxley Rise  #04-01 ,1,108,Strata,2450000,-,22685,2108,05-JUN-2016,Apartment,Freehold,Uncompleted,New Sale,Private,09,23,238699,Central Region,Museum
THE VALES,77 Anchorvale Crescent  #10-13 ,1,84,Strata,739100,-,8799,817,05-JUN-2016,Executive Condominium,99 Yrs From 19/05/2014,Uncompleted,New Sale,HDB,19,54,544663,North East Region,Sengkang
SKYPARK RESIDENCES,1 Sembawang Crescent  #03-04 ,1,122,Strata,1031000,-,8451,785,05-JUN-2016,Executive Condominium,99 Yrs From 18/03/2013,2016,New Sale,Private,27,75,757093,North Region,Sembawang
THE GLADES,20 Bedok Rise  #11-64 ,1,80,Strata,1192000,-,14900,1384,05-JUN-2016,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #35-14 ,1,63,Strata,1028000,-,16317,1516,05-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,Private,12,31,319459,Central Region,Toa Payoh
THE GLADES,20 Bedok Rise  #06-62 ,1,58,Strata,876000,-,15103,1403,05-JUN-2016,Condominium,99 Yrs From 21/01/2013,Uncompleted,New Sale,HDB,16,46,465411,East Region,Bedok
GEM RESIDENCES,1 Lorong 5 Toa Payoh  #37-05 ,1,53,Strata,880110,-,16606,1543,05-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319458,Central Region,Toa Payoh
RIVERBANK @ FERNVALE,15 Fernvale Close  #14-27 ,1,92,Strata,1040000,1032000,11217,1042,05-JUN-2016,Condominium,99 Yrs From 10/07/2013,Uncompleted,New Sale,HDB,28,79,797477,North East Region,Sengkang
THE RISE @ OXLEY - RESIDENCES,73 Oxley Rise  #10-05 ,1,108,Strata,2460000,-,22778,2116,05-JUN-2016,Apartment,Freehold,Uncompleted,New Sale,N.A,09,23,238699,Central Region,Museum
PARC LIFE,27 Sembawang Crescent  #01-12 ,1,119,Strata,974700,972400,8171,759,05-JUN-2016,Executive Condominium,99 Yrs From 13/10/2014,Uncompleted,New Sale,HDB,27,75,757056,North Region,Sembawang
THE TRILINQ,28 Jalan Lempeng  #07-04 ,1,85,Strata,1250000,-,14706,1366,05-JUN-2016,Condominium,99 Yrs From 16/04/2012,Uncompleted,New Sale,N.A,05,12,128807,West Region,Clementi
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #34-10 ,1,63,Strata,988500,-,15690,1458,05-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319459,Central Region,Toa Payoh
D'NEST,145 Pasir Ris Grove  #04-67 ,1,131,Strata,1345000,-,10267,954,04-JUN-2016,Condominium,99 Yrs From 20/10/2010,Uncompleted,New Sale,N.A,18,51,518137,East Region,Pasir Ris
ADANA @ THOMSON,12 Old Upper Thomson Road  #01-14 ,1,67,Strata,1151300,-,17184,1596,04-JUN-2016,Apartment,Freehold,Uncompleted,New Sale,HDB,20,57,573870,North East Region,Ang Mo Kio
PRINCIPAL GARDEN,95 Prince Charles Crescent  #21-09 ,1,146,Strata,2590000,-,17740,1648,04-JUN-2016,Condominium,99 Yrs From 21/07/2014,2018,New Sale,N.A,03,15,159027,Central Region,Bukit Merah
PRINCIPAL GARDEN,93 Prince Charles Crescent  #20-05 ,1,47,Strata,891000,-,18957,1761,04-JUN-2016,Condominium,99 Yrs From 21/07/2014,Uncompleted,New Sale,Private,03,15,159026,Central Region,Bukit Merah
THE AMORE,55A Edgedale Plains  #09-16 ,1,137,Strata,1175000,-,8577,797,04-JUN-2016,Executive Condominium,99 Yrs From 30/10/2013,Uncompleted,New Sale,HDB,19,82,828680,North East Region,Punggol
SYMPHONY SUITES,15 Yishun Close  #11-31 ,1,73,Strata,851000,-,11658,1083,04-JUN-2016,Condominium,99 Yrs From 10/06/2014,Uncompleted,New Sale,N.A,27,76,768011,North Region,Yishun
GEM RESIDENCES,1 Lorong 5 Toa Payoh  #08-02 ,1,63,Strata,931000,-,14778,1373,04-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,Private,12,31,319458,Central Region,Toa Payoh
V ON SHENTON,5A Shenton Way  #23-16 ,1,42,Strata,1098200,-,26148,2429,04-JUN-2016,Apartment,99 Yrs From 29/11/2011,Uncompleted,New Sale,HDB,01,06,068814,Central Region,Downtown Core
SIMS URBAN OASIS,12 Sims Drive  #11-46 ,1,43,Strata,731000,-,17000,1579,04-JUN-2016,Condominium,99 Yrs From 29/07/2014,Uncompleted,New Sale,HDB,14,38,387391,Central Region,Geylang
RIVERTREES RESIDENCES,29 Fernvale Close  #11-20 ,1,104,Strata,1186300,-,11407,1060,04-JUN-2016,Apartment,99 Yrs From 28/08/2013,Uncompleted,New Sale,HDB,28,79,797464,North East Region,Sengkang
THE QUINN,15 Bartley Road  #05-30 ,1,148,Strata,2220000,-,15000,1394,04-JUN-2016,Apartment,Freehold,2016,New Sale,Private,19,53,539766,North East Region,Serangoon
BELLEWOODS,104 Woodlands Avenue 5  #07-10 ,1,99,Strata,821700,-,8300,771,04-JUN-2016,Executive Condominium,99 Yrs From 12/08/2013,Uncompleted,New Sale,HDB,25,73,739012,North Region,Woodlands
SOL ACRES,4 Choa Chu Kang Grove  #05-08 ,1,68,Strata,578000,-,8500,790,04-JUN-2016,Executive Condominium,99 Yrs From 02/06/2014,Uncompleted,New Sale,HDB,23,68,688239,West Region,Choa Chu Kang
RIVERBANK @ FERNVALE,13 Fernvale Close  #14-13 ,1,92,Strata,1000000,992000,10783,1002,04-JUN-2016,Condominium,99 Yrs From 10/07/2013,Uncompleted,New Sale,N.A,28,79,797476,North East Region,Sengkang
8 FARRER SUITES,8 Sing Joo Walk  #01-07 ,1,62,Strata,1098000,-,17710,1645,04-JUN-2016,Apartment,Freehold,2015,New Sale,HDB,08,21,217820,Central Region,Kallang
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #19-10 ,1,63,Strata,967000,-,15349,1426,04-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319459,Central Region,Toa Payoh
SIMS URBAN OASIS,12 Sims Drive  #11-52 ,1,45,Strata,681420,-,15143,1407,04-JUN-2016,Condominium,99 Yrs From 29/07/2014,Uncompleted,New Sale,Private,14,38,387391,Central Region,Geylang
RIVERBANK @ FERNVALE,15 Fernvale Close  #12-26 ,1,97,Strata,1062000,1054000,10866,1009,04-JUN-2016,Condominium,99 Yrs From 10/07/2013,Uncompleted,New Sale,HDB,28,79,797477,North East Region,Sengkang
WANDERVALE,351 Choa Chu Kang Avenue 3  #01-04 ,1,102,Strata,847000,-,8304,771,04-JUN-2016,Executive Condominium,99 Yrs From 08/12/2014,2018,New Sale,HDB,23,68,689879,West Region,Choa Chu Kang
WANDERVALE,365 Choa Chu Kang Avenue 3  #06-32 ,1,102,Strata,794000,-,7784,723,04-JUN-2016,Executive Condominium,99 Yrs From 08/12/2014,Uncompleted,New Sale,HDB,23,68,689886,West Region,Choa Chu Kang
THE PANORAMA,18 Ang Mo Kio Avenue 2  #07-33 ,1,99,Strata,1286450,-,12994,1207,04-JUN-2016,Condominium,99 Yrs From 08/04/2013,Uncompleted,New Sale,Private,20,56,567700,North East Region,Ang Mo Kio
THE TERRACE,90 Edgedale Plains  #05-24 ,1,100,Strata,815500,805500,8055,748,04-JUN-2016,Executive Condominium,99 Yrs From 30/10/2013,Uncompleted,New Sale,N.A,19,82,828685,North East Region,Punggol
BELLEWATERS,17 Anchorvale Crescent  #13-14 ,1,102,Strata,928800,-,9106,846,04-JUN-2016,Executive Condominium,99 Yrs From 28/08/2013,2017,New Sale,Private,19,54,544652,North East Region,Sengkang
WANDERVALE,355 Choa Chu Kang Avenue 3  #03-10 ,1,102,Strata,840000,-,8235,765,04-JUN-2016,Executive Condominium,99 Yrs From 08/12/2014,Uncompleted,New Sale,N.A,23,68,689881,West Region,Choa Chu Kang
SKYPARK RESIDENCES,11 Sembawang Crescent  #05-21 ,1,115,Strata,977000,-,8496,789,04-JUN-2016,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,N.A,27,75,757058,North Region,Sembawang
STARS OF KOVAN,982 Upper Serangoon Road  #10-15 ,1,68,Strata,1051860,-,15469,1437,04-JUN-2016,Apartment,99 Yrs From 25/02/2015,Uncompleted,New Sale,Private,19,53,533855,North East Region,Hougang
THE VALES,75 Anchorvale Crescent  #02-11 ,1,131,Strata,1056690,-,8066,749,04-JUN-2016,Executive Condominium,99 Yrs From 19/05/2014,Uncompleted,New Sale,Private,19,54,544662,North East Region,Sengkang
LUTHERAN TOWERS,25 Tan Kim Cheng Road  #13-27 ,1,178,Strata,1680000,-,9438,877,03-JUN-2016,Apartment,103 Yrs From 01/05/1974,Unknown,Resale,HDB,10,26,266625,Central Region,Bukit Timah
WATER PLACE,177 Tanjong Rhu Road  #18-19 ,1,119,Strata,1680000,-,14118,1312,03-JUN-2016,Condominium,99 Yrs From 02/03/1998,2004,Resale,Private,15,43,436607,Central Region,Kallang
PARC IMPERIAL,253B Pasir Panjang Road  #03-13 ,1,36,Strata,680000,-,18889,1755,03-JUN-2016,Condominium,Freehold,2010,Resale,Private,05,11,117423,Central Region,Queenstown
THE ANCHORAGE,370D Alexandra Road  #01-09 ,1,145,Strata,1800000,-,12414,1153,03-JUN-2016,Condominium,Freehold,1997,Resale,HDB,03,15,159957,Central Region,Queenstown
CHUAN PARK,244 Lorong Chuan  #08-01 ,1,142,Strata,1300000,-,9155,851,03-JUN-2016,Condominium,99 Yrs From 06/06/1980,1985,Resale,Private,19,55,556745,North East Region,Serangoon
MARINA ONE RESIDENCES,21 Marina Way  #13-15 ,1,142,Strata,3746800,-,26386,2451,03-JUN-2016,Apartment,99 Yrs From 01/07/2011,Uncompleted,New Sale,Private,01,01,018978,Central Region,Downtown Core
CENTRAL GREEN CONDOMINIUM,9 Jalan Membina  #11-04 ,1,120,Strata,1640000,-,13667,1270,03-JUN-2016,Condominium,99 Yrs From 01/07/1992,1995,Resale,Private,03,16,169483,Central Region,Bukit Merah
TAMPINES COURT,119 Tampines Street 11  #08-178 ,1,160,Strata,850000,-,5313,494,03-JUN-2016,Condominium,101 Yrs From 01/12/1985,Unknown,Resale,Private,18,52,521119,East Region,Tampines
PEBBLE BAY,132 Tanjong Rhu Road  #12-08 ,1,176,Strata,2450000,-,13920,1293,03-JUN-2016,Condominium,99 Yrs From 09/03/1994,1997,Resale,Private,15,43,436919,Central Region,Kallang
RIVERTREES RESIDENCES,21 Fernvale Close  #21-06 ,1,126,Strata,1493800,-,11856,1101,03-JUN-2016,Apartment,99 Yrs From 28/08/2013,Uncompleted,New Sale,Private,28,79,797460,North East Region,Sengkang
A TREASURE TROVE,64 Punggol Walk  #11-29 ,1,72,Strata,866000,-,12028,1117,03-JUN-2016,Condominium,99 Yrs From 09/03/2011,2015,Sub Sale,HDB,19,82,828782,North East Region,Punggol
OUE TWIN PEAKS,33 Leonie Hill Road  #10-13 ,1,51,Strata,1441125,-,28257,2625,03-JUN-2016,Condominium,99 Yrs From 10/05/2010,2015,Resale,HDB,09,23,239197,Central Region,River Valley
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #10-11 ,1,72,Strata,1086000,-,15083,1401,03-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319459,Central Region,Toa Payoh
N.A.,11 Hendry Close ,1,133,Land,1520000,-,11429,1062,03-JUN-2016,Terrace House,Freehold,Unknown,Resale,HDB,19,54,549267,North East Region,Hougang
ONE EIGHTIES RESIDENCES,186 Joo Chiat Terrace  #03-01 ,1,59,Strata,870000,-,14746,1370,03-JUN-2016,Apartment,Freehold,2015,New Sale,HDB,15,42,427332,Central Region,Geylang
THE NASSIM,18 Nassim Hill  #02-01 ,1,306,Strata,9973000,-,32592,3028,03-JUN-2016,Condominium,Freehold,2015,Resale,Private,10,25,258485,Central Region,Tanglin
THOMSON IMPRESSIONS,3 Lorong Puntong  #03-16 ,1,71,Strata,1054700,-,14855,1380,03-JUN-2016,Apartment,99 Yrs From 12/01/2015,Uncompleted,New Sale,HDB,20,57,576444,Central Region,Bishan
THE CREEK @ BUKIT,15A Toh Tuck Road  #03-32 ,1,90,Strata,1528000,-,16978,1577,03-JUN-2016,Condominium,Freehold,Uncompleted,New Sale,N.A,21,59,596199,Central Region,Bukit Timah
THE FLORAVALE,218 Westwood Avenue  #05-04 ,1,130,Strata,920000,-,7077,657,03-JUN-2016,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648351,West Region,Jurong West
SEA HORIZON,11 Pasir Ris Rise  #04-22 ,1,124,Strata,1018000,-,8210,763,03-JUN-2016,Executive Condominium,99 Yrs From 25/02/2013,Uncompleted,New Sale,HDB,18,51,518085,East Region,Pasir Ris
WESTVILLE,173 Westwood Crescent ,1,150,Land,1450000,-,9667,898,03-JUN-2016,Terrace House,99 Yrs From 01/12/1994,1998,Resale,HDB,22,64,648540,West Region,Jurong West
GEM RESIDENCES,3 Lorong 5 Toa Payoh  #27-10 ,1,63,Strata,1013760,-,16091,1495,03-JUN-2016,Condominium,99 Yrs From 21/09/2015,Uncompleted,New Sale,HDB,12,31,319459,Central Region,Toa Payoh
SYMPHONY SUITES,19 Yishun Close  #11-40 ,1,64,Strata,738000,-,11531,1071,03-JUN-2016,Condominium,99 Yrs From 10/06/2014,Uncompleted,New Sale,Private,27,76,768013,North Region,Yishun
THE PEARL @ MOUNT FABER,3 Mount Faber Road  #05-08 ,1,126,Strata,1620000,-,12857,1194,03-JUN-2016,Condominium,99 Yrs From 03/12/2002,2005,Resale,HDB,04,09,099196,Central Region,Bukit Merah
WEST BAY CONDOMINIUM,54 West Coast Crescent  #01-06 ,1,114,Strata,1050000,-,9211,856,03-JUN-2016,Condominium,99 Yrs From 01/03/1991,1994,Resale,Private,05,12,128037,West Region,Clementi
THE BAYSHORE,22 Bayshore Road  #15-06 ,1,86,Strata,880000,-,10233,951,03-JUN-2016,Condominium,99 Yrs From 31/05/1993,1996,Resale,HDB,16,46,469970,East Region,Bedok
OUE TWIN PEAKS,33 Leonie Hill Road  #21-08 ,1,98,Strata,2935537,-,29954,2783,03-JUN-2016,Condominium,99 Yrs From 10/05/2010,2015,Resale,Private,09,23,239197,Central Region,River Valley
THE POIZ RESIDENCES,12 Meyappa Chettiar Road  #16-37 ,1,75,Strata,1175000,-,15667,1455,03-JUN-2016,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,N.A,13,35,358474,Central Region,Toa Payoh
HAWAII TOWER,75 Meyer Road  #11-03 ,1,208,Strata,2600000,-,12500,1161,03-JUN-2016,Condominium,Freehold,1984,Resale,HDB,15,43,437901,Central Region,Marine Parade
NORTHOAKS,20 Woodlands Crescent  #09-45 ,1,116,Strata,800000,-,6897,641,03-JUN-2016,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738081,North Region,Woodlands
DOUBLE BAY RESIDENCES,19A Simei Street 4  #07-21 ,1,144,Strata,1510000,-,10486,974,03-JUN-2016,Condominium,99 Yrs From 07/04/2008,2012,Resale,Private,18,52,529886,East Region,Tampines
OUE TWIN PEAKS,33 Leonie Hill Road  #24-12 ,1,130,Strata,3672375,-,28249,2624,03-JUN-2016,Condominium,99 Yrs From 10/05/2010,2015,Resale,Private,09,23,239197,Central Region,River Valley
MAYSPRINGS,2 Petir Road  #14-16 ,1,75,Strata,700000,-,9333,867,03-JUN-2016,Apartment,99 Yrs From 01/12/1994,1998,Resale,Private,23,67,678265,West Region,Bukit Panjang
LEEDON RESIDENCE,10 Leedon Heights  #04-11 ,1,198,Strata,4200000,-,21212,1971,03-JUN-2016,Condominium,Freehold,2015,New Sale,Private,10,26,266217,Central Region,Bukit Timah
LUMIERE,2 Mistri Road  #10-03 ,1,61,Strata,950000,-,15574,1447,03-JUN-2016,Apartment,99 Yrs From 21/03/2006,2010,Resale,Private,02,07,079624,Central Region,Downtown Core
THE MEYERISE,97 Meyer Road  #15-07 ,1,119,Strata,2403000,-,20193,1876,03-JUN-2016,Condominium,Freehold,2014,Resale,HDB,15,43,437918,Central Region,Marine Parade
CASA MERAH,74 Tanah Merah Kechil Avenue  #03-46 ,1,91,Strata,1060000,-,11648,1082,03-JUN-2016,Apartment,99 Yrs From 11/07/2006,2009,Resale,Private,16,46,465536,East Region,Bedok
BARTLEY RIDGE,44 Mount Vernon Road  #18-38 ,1,128,Strata,1470600,-,11489,1067,03-JUN-2016,Condominium,99 Yrs From 16/04/2012,Uncompleted,New Sale,N.A,13,36,368062,Central Region,Toa Payoh
COSTA RHU,3 Rhu Cross  #07-16 ,1,183,Strata,2370000,-,12951,1203,03-JUN-2016,Condominium,99 Yrs From 30/05/1994,1997,Resale,Private,15,43,437433,Central Region,Kallang
WANDERVALE,363 Choa Chu Kang Avenue 3  #03-25 ,1,89,Strata,720000,-,8090,752,03-JUN-2016,Executive Condominium,99 Yrs From 08/12/2014,Uncompleted,New Sale,HDB,23,68,689885,West Region,Choa Chu Kang
LE NOUVEL ARDMORE,1A Ardmore Park  #07-01 ,1,487,Strata,21000000,-,43121,4006,03-JUN-2016,Condominium,Freehold,2014,Resale,Private,10,25,259945,Central Region,Newton
THE MEYERISE,93 Meyer Road  #16-03 ,1,82,Strata,1663000,-,20280,1884,03-JUN-2016,Condominium,Freehold,2014,Resale,HDB,15,43,437986,Central Region,Marine Parade
THE PLAZA,7500A Beach Road  #27-302 ,1,75,Strata,765000,-,10200,948,03-JUN-2016,Apartment,99 Yrs From 03/09/1968,1979,Resale,Private,07,19,199591,Central Region,Kallang
8 @ MOUNT SOPHIA,10 Mount Sophia  #03-31 ,1,135,Strata,1980000,-,14667,1363,03-JUN-2016,Condominium,103 Yrs From 28/11/2002,2007,Resale,Private,09,22,228459,Central Region,Rochor
WOODGROVE CONDOMINIUM,12 Woodgrove Drive  #04-56 ,1,226,Strata,1490000,-,6593,612,03-JUN-2016,Condominium,99 Yrs From 17/05/1997,1999,Resale,Private,25,73,738212,North Region,Woodlands
NORTH PARK RESIDENCES,33 Yishun Central 1  #11-76 ,1,77,Strata,1116900,-,14505,1348,03-JUN-2016,Apartment,99 Yrs From 19/03/2015,Uncompleted,New Sale,N.A,27,76,768806,North Region,Yishun
SERANGOON GARDEN ESTATE,65 Bridport Avenue ,1,201,Land,3000000,-,14963,1390,03-JUN-2016,Semi-Detached House,999 Yrs From 01/01/1954,2009,Resale,Private,19,55,559355,North East Region,Serangoon
THE SEA VIEW,31 Amber Road  #15-09 ,1,131,Strata,2185500,-,16683,1550,03-JUN-2016,Condominium,Freehold,2008,Resale,HDB,15,43,439943,Central Region,Marine Parade
A TREASURE TROVE,56 Punggol Walk  #04-16 ,1,112,Strata,1230000,-,10982,1020,03-JUN-2016,Condominium,99 Yrs From 09/03/2011,2015,Sub Sale,HDB,19,82,828833,North East Region,Punggol
LAKEVILLE,11 Jurong Lake Link  #05-41 ,1,108,Strata,1575852,1567852,14517,1349,03-JUN-2016,Condominium,99 Yrs From 30/04/2013,Uncompleted,New Sale,N.A,22,64,648155,West Region,Jurong West
KATONG GARDENS,235 Tembeling Road  #04-03 ,1,181,Strata,2228000,-,12309,1144,03-JUN-2016,Condominium,Freehold,1984,Resale,Private,15,42,423720,Central Region,Marine Parade
SENNETT ESTATE,51 Belimbing Avenue ,1,172,Land,2380000,-,13853,1287,03-JUN-2016,Terrace House,Freehold,Unknown,Resale,Private,13,34,349922,Central Region,Toa Payoh
LAKEVILLE,3 Jurong Lake Link  #02-09 ,1,106,Strata,1300246,1292246,12191,1133,03-JUN-2016,Condominium,99 Yrs From 30/04/2013,Uncompleted,New Sale,HDB,22,64,648161,West Region,Jurong West
LATITUDE,31 Jalan Mutiara  #09-01 ,1,179,Strata,3905800,-,21820,2027,03-JUN-2016,Condominium,Freehold,2010,Resale,Private,10,24,249206,Central Region,Tanglin
WEST BAY CONDOMINIUM,54 West Coast Crescent  #03-04 ,1,87,Strata,785000,-,9023,838,03-JUN-2016,Condominium,99 Yrs From 01/03/1991,1994,Resale,Private,05,12,128037,West Region,Clementi
PINE GROVE,1N Pine Grove  #10-67 ,1,155,Strata,1050000,-,6774,629,03-JUN-2016,Condominium,99 Yrs From 01/11/1984,Unknown,Resale,Private,21,59,591301,Central Region,Bukit Timah
THE TRUMPS,1 Jalan Kembangan  #04-15 ,1,118,Strata,1270000,-,10763,1000,03-JUN-2016,Condominium,99 Yrs From 14/08/2000,2005,Resale,Private,14,41,419154,East Region,Bedok
A TREASURE TROVE,52 Punggol Walk  #05-05 ,1,72,Strata,838000,-,11639,1081,03-JUN-2016,Condominium,99 Yrs From 09/03/2011,2015,Sub Sale,HDB,19,82,828831,North East Region,Punggol
MEYER RESIDENCE,3 Meyer Place  #17-01 ,1,84,Strata,1440000,-,17143,1593,03-JUN-2016,Apartment,Freehold,2009,Resale,Private,15,43,437991,Central Region,Marine Parade
THE SEA VIEW,31 Amber Road  #19-07 ,1,52,Strata,960000,-,18462,1715,03-JUN-2016,Condominium,Freehold,2008,Resale,Private,15,43,439943,Central Region,Marine Parade
THOMSON HILLS ESTATE,132 Thomson Green ,1,313,Land,3850000,-,12320,1145,03-JUN-2016,Semi-Detached House,Freehold,1980,Resale,Private,20,57,574992,North East Region,Ang Mo Kio
THE CASCADIA,945 Bukit Timah Road  #07-55 ,1,53,Strata,950000,-,17925,1665,03-JUN-2016,Condominium,Freehold,2010,Resale,HDB,21,58,589660,Central Region,Bukit Timah
TEXTILE CENTRE,200 Jalan Sultan  #17-01 ,1,108,Strata,840000,-,7778,723,02-JUN-2016,Apartment,99 Yrs From 02/06/1970,1977,Resale,HDB,07,19,199018,Central Region,Kallang
CARDIFF RESIDENCE,103 Cardiff Grove  #04-34 ,1,39,Strata,623000,-,15974,1484,02-JUN-2016,Condominium,99 Yrs From 04/11/2011,2014,Resale,Private,19,55,558962,North East Region,Serangoon
THE BAYSHORE,26 Bayshore Road  #07-04 ,1,86,Strata,800000,-,9302,864,02-JUN-2016,Condominium,99 Yrs From 31/05/1993,1996,Resale,HDB,16,46,469972,East Region,Bedok
THE POIZ RESIDENCES,12 Meyappa Chettiar Road  #11-45 ,1,39,Strata,637000,-,16333,1517,02-JUN-2016,Apartment,99 Yrs From 17/11/2014,Uncompleted,New Sale,HDB,13,35,358474,Central Region,Toa Payoh
BELLEWATERS,19 Anchorvale Crescent  #15-19 ,1,118,Strata,1003000,-,8500,790,02-JUN-2016,Executive Condominium,99 Yrs From 28/08/2013,Uncompleted,New Sale,HDB,19,54,544653,North East Region,Sengkang
