Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
STIRLING RESIDENCES,21 Stirling Road  #04-08 ,1,125,Strata,2090000,-,16720,1553,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #10-27 ,1,56,Strata,799000,-,14268,1326,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #09-46 ,1,91,Strata,1632000,-,17934,1666,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #05-30 ,1,82,Strata,1401000,-,17085,1587,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #02-03 ,1,71,Strata,1252000,-,17634,1638,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #02-09 ,1,59,Strata,1185000,-,20085,1866,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #21-24 ,1,41,Strata,847000,-,20659,1919,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #27-11 ,1,63,Strata,1360000,-,21587,2006,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #10-47 ,1,99,Strata,1314000,-,13273,1233,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533817,North East Region,Hougang
33 RESIDENCES,33 Lorong 30 Geylang  #04-03 ,1,63,Strata,1081240,-,17163,1594,07-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,HDB,14,39,398366,Central Region,Geylang
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #01-43 ,1,43,Strata,589000,-,13698,1273,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533817,North East Region,Hougang
QUEENS PEAK,1 Dundee Road  #43-09 ,1,79,Strata,1681000,-,21278,1977,07-JUL-2018,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,HDB,03,14,149456,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #03-71 ,1,48,Strata,698000,-,14542,1351,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #06-31 ,1,83,Strata,1499000,-,18060,1678,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #13-64 ,1,67,Strata,939000,-,14015,1302,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
PARK COLONIAL,12 Woodleigh Lane  #01-56 ,1,59,Strata,1249000,-,21169,1967,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357658,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #22-24 ,1,41,Strata,852000,-,20780,1931,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #13-65 ,1,67,Strata,943000,-,14075,1308,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #11-28 ,1,43,Strata,842000,-,19581,1819,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #37-11 ,1,63,Strata,1436000,-,22794,2118,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #08-20 ,1,57,Strata,812000,-,14246,1323,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #08-14 ,1,43,Strata,614000,-,14279,1327,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #06-09 ,1,56,Strata,775000,-,13839,1286,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #12-41 ,1,59,Strata,1120000,-,18983,1764,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #07-05 ,1,64,Strata,1181000,-,18453,1714,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #09-27 ,1,56,Strata,799000,-,14268,1326,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #12-45 ,1,59,Strata,1127000,-,19102,1775,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #10-08 ,1,125,Strata,2136000,-,17088,1588,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #19-24 ,1,41,Strata,836000,-,20390,1894,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
PARK COLONIAL,6 Woodleigh Lane  #01-18 ,1,53,Strata,982000,-,18528,1721,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
SEA PAVILION RESIDENCES,494 Upper East Coast Road  #02-01 ,1,62,Strata,1170000,-,18871,1753,07-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,Private,16,46,466522,East Region,Bedok
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #10-21 ,1,57,Strata,819000,-,14368,1335,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533814,North East Region,Hougang
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #08-03 ,1,58,Strata,915000,-,15776,1466,07-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,HDB,19,55,554336,North East Region,Serangoon
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #05-72 ,1,103,Strata,1380000,-,13398,1245,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #02-32 ,1,43,Strata,790000,-,18372,1707,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #11-45 ,1,59,Strata,1123000,-,19034,1768,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,49 Hougang Avenue 7  #16-43 ,1,43,Strata,634000,-,14744,1370,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533817,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #02-08 ,1,69,Strata,1347000,-,19522,1814,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #09-38 ,1,62,Strata,1336000,-,21548,2002,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #11-65 ,1,67,Strata,935000,-,13955,1296,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #01-16 ,1,48,Strata,645000,-,13438,1248,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533814,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #09-16 ,1,56,Strata,1079000,-,19268,1790,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #15-07 ,1,48,Strata,740000,-,15417,1432,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #20-24 ,1,41,Strata,841000,-,20512,1906,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #08-33 ,1,43,Strata,828000,-,19256,1789,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,2 Woodleigh Lane  #15-01 ,1,81,Strata,1388000,-,17136,1592,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,2 Woodleigh Lane  #08-08 ,1,69,Strata,1417000,-,20536,1908,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,12 Woodleigh Lane  #13-51 ,1,91,Strata,1652000,-,18154,1687,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357658,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #13-35 ,1,85,Strata,1507000,-,17729,1647,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,12 Woodleigh Lane  #15-51 ,1,111,Strata,1744000,-,15712,1460,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
PARK COLONIAL,12 Woodleigh Lane  #12-54 ,1,91,Strata,1647000,-,18099,1681,07-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #05-08 ,1,125,Strata,2098000,-,16784,1559,07-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #02-84 ,1,57,Strata,774000,-,13579,1262,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #12-64 ,1,67,Strata,935000,-,13955,1296,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #01-41 ,1,43,Strata,619000,-,14395,1337,07-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #01-50 ,1,48,Strata,689000,-,14354,1334,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
THE CREST,103 Prince Charles Crescent  #14-11 ,1,78,Strata,1693000,-,21705,2016,06-JUL-2018,Condominium,99 Yrs From 21/12/2012,2017,Resale,HDB,03,15,159018,Central Region,Bukit Merah
BUTTERWORTH 8,8 Butterworth Lane  #09-09 ,1,122,Strata,1980000,-,16230,1508,06-JUL-2018,Condominium,Freehold,2004,Resale,Private,15,43,439423,Central Region,Geylang
PARK COLONIAL,8 Woodleigh Lane  #12-27 ,1,58,Strata,1096000,-,18897,1756,06-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #16-39 ,1,67,Strata,965000,-,14403,1338,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #15-29 ,1,43,Strata,661000,-,15372,1428,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #08-29 ,1,43,Strata,643000,-,14953,1389,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #01-75 ,1,67,Strata,888000,-,13254,1231,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
PARK COLONIAL,12 Woodleigh Lane  #03-56 ,1,59,Strata,1249000,-,21169,1967,06-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #06-57 ,1,43,Strata,597000,-,13884,1290,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #10-51 ,1,99,Strata,1339000,-,13525,1257,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #15-41 ,1,43,Strata,661000,-,15372,1428,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
SEA PAVILION RESIDENCES,494 Upper East Coast Road  #02-05 ,1,84,Strata,1531400,-,18231,1694,06-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,HDB,16,46,466522,East Region,Bedok
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #04-39 ,1,67,Strata,917000,-,13687,1272,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #11-05 ,1,43,Strata,649000,-,15093,1402,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #16-62 ,1,43,Strata,661000,-,15372,1428,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #05-02 ,1,98,Strata,1667000,-,17010,1580,06-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #10-65 ,1,67,Strata,931000,-,13896,1291,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
N.A.,5B Crescent Road ,1,1035,Land,13459536,-,13003,1208,06-JUL-2018,Detached House,Freehold,1985,Resale,Private,15,43,439292,Central Region,Marine Parade
FLORIDIAN,967 Bukit Timah Road  #03-10 ,1,119,Strata,2410000,-,20252,1881,06-JUL-2018,Condominium,Freehold,2012,Resale,Private,21,58,589663,Central Region,Bukit Timah
ONZE @ TANJONG PAGAR,11 Kee Seng Street  #18-02 ,1,53,Strata,1550000,-,29245,2717,06-JUL-2018,Apartment,Freehold,2017,Resale,HDB,02,08,089218,Central Region,Outram
N.A.,12A Surin Lane ,1,395,Land,6000000,-,15209,1413,06-JUL-2018,Detached House,Freehold,Unknown,Resale,Private,19,53,535559,North East Region,Hougang
THE QUINTET,44 Choa Chu Kang Street 64  #14-17 ,1,145,Strata,1192000,-,8221,764,06-JUL-2018,Executive Condominium,99 Yrs From 22/01/2003,2006,Resale,HDB,23,68,689105,West Region,Choa Chu Kang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #01-12 ,1,48,Strata,676000,-,14083,1308,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
PARC LIFE,31 Sembawang Crescent  #02-21 ,1,99,Strata,898000,-,9071,843,06-JUL-2018,Executive Condominium,99 Yrs From 13/10/2014,2018,New Sale,HDB,27,75,756983,North Region,Sembawang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #02-10 ,1,43,Strata,590000,-,13721,1275,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
HILLVIEW REGENCY,28 Bukit Batok East Avenue 2  #11-21 ,1,103,Strata,950000,-,9223,857,06-JUL-2018,Condominium,99 Yrs From 20/06/2000,2006,Resale,Private,23,65,659921,West Region,Bukit Batok
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #07-55 ,1,48,Strata,663000,-,13813,1283,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #01-71 ,1,48,Strata,692000,-,14417,1339,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #02-57 ,1,43,Strata,585000,-,13605,1264,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
FORESQUE RESIDENCES,103 Petir Road  #14-08 ,1,105,Strata,1180000,-,11238,1044,06-JUL-2018,Condominium,99 Yrs From 10/01/2011,2014,Resale,Private,23,67,678273,West Region,Bukit Panjang
NORTHOAKS,26 Woodlands Crescent  #14-31 ,1,115,Strata,815000,-,7087,658,06-JUL-2018,Executive Condominium,99 Yrs From 16/12/1997,2000,Resale,HDB,25,73,738084,North Region,Woodlands
SUITES @ PAYA LEBAR,420 Upper Paya Lebar Road  #03-20 ,1,35,Strata,540000,-,15429,1433,06-JUL-2018,Apartment,Freehold,2013,Resale,HDB,19,53,534049,North East Region,Hougang
THE PALETTE,109 Pasir Ris Grove  #05-24 ,1,70,Strata,830000,-,11857,1102,06-JUL-2018,Condominium,99 Yrs From 20/10/2010,2015,Resale,HDB,18,51,518199,East Region,Pasir Ris
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #15-81 ,1,67,Strata,951000,-,14194,1319,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #07-27 ,1,56,Strata,791000,-,14125,1312,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #12-05 ,1,43,Strata,652000,-,15163,1409,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #07-20 ,1,57,Strata,804000,-,14105,1310,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533814,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #04-06 ,1,61,Strata,1120000,-,18361,1706,06-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
CASPIAN,50 Lakeside Drive  #05-03 ,1,111,Strata,1310000,-,11802,1096,06-JUL-2018,Condominium,99 Yrs From 17/03/2008,2012,Resale,HDB,22,64,648315,West Region,Jurong West
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #11-25 ,1,43,Strata,627000,-,14581,1355,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #06-12 ,1,48,Strata,691000,-,14396,1337,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #12-08 ,1,99,Strata,1392000,-,14061,1306,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #13-02 ,1,98,Strata,1718000,-,17531,1629,06-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
SELETAR PARK RESIDENCE,17 Seletar Road  #04-02 ,1,49,Strata,640000,-,13061,1213,06-JUL-2018,Condominium,99 Yrs From 15/03/2011,2015,Resale,HDB,28,80,807019,North East Region,Serangoon
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #06-65 ,1,67,Strata,915000,-,13657,1269,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
SCOTTS SQUARE,8 Scotts Road  #24-04 ,1,58,Strata,2200000,-,37931,3524,06-JUL-2018,Apartment,Freehold,2011,Resale,Private,09,22,228238,Central Region,Orchard
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #11-01 ,1,57,Strata,822000,-,14421,1340,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
SUNSHINE PLAZA,10 Prinsep Link  #06-15 ,1,71,Strata,1040000,-,14648,1361,06-JUL-2018,Apartment,99 Yrs From 19/03/1997,2001,Resale,Private,07,18,187948,Central Region,Rochor
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #10-64 ,1,67,Strata,927000,-,13836,1285,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #15-08 ,1,89,Strata,1532000,-,17213,1599,06-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #17-02 ,1,98,Strata,1744000,-,17796,1653,06-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
GUILIN VIEW,22 Bukit Batok Street 52  #07-06 ,1,117,Strata,1025000,-,8761,814,06-JUL-2018,Condominium,99 Yrs From 24/04/1996,1999,Resale,HDB,23,65,659245,West Region,Bukit Batok
RESIDENCES @ SOMME,3 Petain Road  #06-06 ,1,63,Strata,833940,-,13237,1230,06-JUL-2018,Apartment,Freehold,2008,Resale,HDB,08,20,208108,Central Region,Kallang
MAPLE WOODS,985 Bukit Timah Road  #06-10 ,1,124,Strata,2150000,-,17339,1611,06-JUL-2018,Condominium,Freehold,1997,Resale,Private,21,58,589627,Central Region,Bukit Timah
VILLA BEGONIA,9 Begonia Lane ,1,156,Land,1800000,-,11538,1072,06-JUL-2018,Terrace House,99 Yrs From 05/12/1994,1998,Resale,Private,28,80,805825,North East Region,Serangoon
SUITES @ EASTCOAST,173 Upper East Coast Road  #05-15 ,1,166,Strata,1680000,-,10120,940,06-JUL-2018,Condominium,Freehold,2012,Resale,Private,15,45,455275,East Region,Bedok
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #10-49 ,1,81,Strata,1170000,-,14444,1342,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #10-10 ,1,43,Strata,614000,-,14279,1327,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #03-68 ,1,57,Strata,800000,-,14035,1304,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
RV SUITES,396 River Valley Road  #02-02 ,1,48,Strata,955000,-,19896,1848,06-JUL-2018,Apartment,Freehold,2012,Resale,HDB,10,24,248289,Central Region,Tanglin
RIVERFRONT RESIDENCES,43 Hougang Avenue 7  #03-21 ,1,57,Strata,791000,-,13877,1289,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533814,North East Region,Hougang
PARK COLONIAL,6 Woodleigh Lane  #07-23 ,1,87,Strata,1536000,-,17655,1640,06-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #04-14 ,1,43,Strata,599000,-,13930,1294,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #01-69 ,1,57,Strata,792000,-,13895,1291,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
EAST MEADOWS,32 Tanah Merah Kechil Road  #09-22 ,1,111,Strata,1175000,-,10586,983,06-JUL-2018,Condominium,99 Yrs From 02/03/1998,2002,Resale,Private,16,46,465559,East Region,Bedok
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #09-65 ,1,67,Strata,927000,-,13836,1285,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #05-01 ,1,57,Strata,798000,-,14000,1301,06-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533813,North East Region,Hougang
