Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
SIMS URBAN OASIS,10 Sims Drive  #18-32 ,1,105,Strata,1617200,-,15402,1431,09-JUL-2018,Condominium,99 Yrs From 29/07/2014,2017,New Sale,HDB,14,38,387390,Central Region,Geylang
PARKVIEW APARTMENTS,5 Bukit Batok Street 25  #11-10 ,1,106,Strata,790000,-,7453,692,09-JUL-2018,Apartment,99 Yrs From 01/05/1994,1998,Resale,Private,23,65,658880,West Region,Bukit Batok
NORTHWAVE,111 Woodlands View  #14-22 ,1,105,Strata,976000,-,9295,864,09-JUL-2018,Executive Condominium,99 Yrs From 25/05/2015,Uncompleted,New Sale,HDB,25,73,737703,North Region,Woodlands
PARK COLONIAL,12 Woodleigh Lane  #12-56 ,1,59,Strata,1289000,-,21847,2030,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357658,Central Region,Toa Payoh
MEADOWS @ PEIRCE,626 Upper Thomson Road  #04-15 ,1,139,Strata,1740000,-,12518,1163,09-JUL-2018,Condominium,Freehold,2012,Resale,HDB,26,78,787130,North East Region,Ang Mo Kio
RIO VISTA,28 Upper Serangoon View  #05-35 ,1,115,Strata,1020000,-,8870,824,09-JUL-2018,Condominium,99 Yrs From 02/01/2001,2004,Resale,Private,19,53,534207,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #03-26 ,1,58,Strata,1090000,-,18793,1746,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #11-35 ,1,85,Strata,1497000,-,17612,1636,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
TIARA,1 Kim Seng Walk  #19-05 ,1,140,Strata,3000000,-,21429,1991,09-JUL-2018,Condominium,Freehold,1995,Resale,Private,09,23,239403,Central Region,Singapore River
THE EDEN AT TAMPINES,31 Tampines Street 34  #01-33 ,1,138,Strata,1058000,-,7667,712,09-JUL-2018,Executive Condominium,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529237,East Region,Tampines
M21,21 Mandalay Road  #05-03 ,1,163,Strata,2520000,-,15460,1436,09-JUL-2018,Apartment,Freehold,2010,Resale,Private,11,30,308208,Central Region,Novena
PARK COLONIAL,8 Woodleigh Lane  #02-33 ,1,43,Strata,790000,-,18372,1707,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
THE SAIL @ MARINA BAY,6 Marina Boulevard  #06-18 ,1,153,Strata,2800000,-,18301,1700,09-JUL-2018,Apartment,99 Yrs From 12/08/2002,2008,Resale,Private,01,01,018985,Central Region,Downtown Core
THE DEW,30 Bukit Batok Street 21  #13-06 ,1,112,Strata,1090000,-,9732,904,09-JUL-2018,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,Private,23,65,659636,West Region,Bukit Batok
PARK COLONIAL,8 Woodleigh Lane  #01-33 ,1,43,Strata,793000,-,18442,1713,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
THE FLORENTINE,70 Florence Road  #04-06 ,1,110,Strata,1258000,-,11436,1062,09-JUL-2018,Apartment,947 Yrs From 05/10/1934,2011,Resale,Private,19,54,549561,North East Region,Hougang
REGENT GROVE,52 Choa Chu Kang North 7  #11-24 ,1,117,Strata,880000,-,7521,699,09-JUL-2018,Condominium,99 Yrs From 17/05/1997,2000,Resale,HDB,23,68,689528,West Region,Choa Chu Kang
CASPIAN,54 Lakeside Drive  #11-19 ,1,93,Strata,1055000,-,11344,1054,09-JUL-2018,Condominium,99 Yrs From 17/03/2008,2012,Resale,Private,22,64,648317,West Region,Jurong West
THE METROPOLITAN CONDOMINIUM,8 Alexandra View  #41-09 ,1,127,Strata,2030000,-,15984,1485,09-JUL-2018,Condominium,99 Yrs From 17/02/2006,2009,Resale,Private,03,15,158747,Central Region,Bukit Merah
THE GLACIER,260 Joo Chiat Place  #04-05 ,1,124,Strata,1480000,-,11935,1109,09-JUL-2018,Apartment,Freehold,2004,Resale,Private,15,42,427941,East Region,Bedok
THE NAUTICAL,95 Jalan Sendudok  #04-43 ,1,92,Strata,960000,-,10435,969,09-JUL-2018,Condominium,99 Yrs From 29/08/2011,2015,Resale,HDB,27,76,769473,North Region,Sembawang
LA SUISSE,58 Swiss View  #01-05 ,1,195,Strata,2580000,-,13231,1229,09-JUL-2018,Condominium,999 Yrs From 10/08/1878,1993,Resale,Private,11,28,288061,Central Region,Bukit Timah
N.A.,22 Richards Avenue ,1,212,Land,3180000,-,14979,1392,09-JUL-2018,Semi-Detached House,Freehold,1994,Resale,Private,19,54,546431,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #25-01 ,1,41,Strata,876000,-,21366,1985,09-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIPPLE BAY,4 Pasir Ris Link  #02-17 ,1,130,Strata,1298000,-,9985,928,09-JUL-2018,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518160,East Region,Pasir Ris
AFFINITY AT SERANGOON,26 Serangoon North Avenue 1  #07-52 ,1,44,Strata,691000,-,15705,1459,09-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554340,North East Region,Serangoon
N.A.,5 Lynwood Grove ,1,440,Land,6500000,-,14790,1374,09-JUL-2018,Detached House,Freehold,2008,Resale,Private,13,35,358650,North East Region,Serangoon
THE SAIL @ MARINA BAY,6 Marina Boulevard  #41-20 ,1,57,Strata,1360000,-,23860,2217,09-JUL-2018,Apartment,99 Yrs From 12/08/2002,2008,Resale,Private,01,01,018985,Central Region,Downtown Core
THE MAYFAIR,7 Jurong East Street 32  #12-07 ,1,111,Strata,1050000,-,9459,879,09-JUL-2018,Condominium,99 Yrs From 04/12/1996,2000,Resale,Private,22,60,609480,West Region,Jurong East
THE BELLEFORTE,6 Ah Hood Road  #18-04 ,1,124,Strata,1680000,-,13548,1259,09-JUL-2018,Apartment,Freehold,2003,Resale,Private,12,32,329974,Central Region,Novena
PARK COLONIAL,10 Woodleigh Lane  #13-42 ,1,91,Strata,1619000,-,17791,1653,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
N.A.,15G Lyndhurst Road ,1,300,Land,4800000,-,16027,1489,09-JUL-2018,Semi-Detached House,Freehold,1991,Resale,HDB,15,43,438104,Central Region,Marine Parade
WATERFRONT KEY,772 Bedok Reservoir Road  #09-13 ,1,141,Strata,1880000,-,13333,1239,09-JUL-2018,Condominium,99 Yrs From 31/10/2007,2012,Resale,Private,16,47,479251,East Region,Bedok
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #04-31 ,1,67,Strata,907000,-,13537,1258,09-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
BLUWATERS 2,205 Jalan Loyang Besar  #02-06 ,1,89,Strata,870000,-,9775,908,09-JUL-2018,Condominium,946 Yrs From 01/01/1938,2010,Resale,Private,17,50,509456,East Region,Pasir Ris
SAVANNAH CONDOPARK,55 Simei Rise  #09-52 ,1,213,Strata,1690000,-,7934,737,09-JUL-2018,Condominium,99 Yrs From 29/11/2000,2005,Resale,HDB,18,52,528791,East Region,Tampines
THE QUARTZ,55 Compassvale Bow  #06-12 ,1,99,Strata,1040000,-,10505,976,09-JUL-2018,Condominium,99 Yrs From 18/04/2005,2009,Resale,Private,19,54,544986,North East Region,Sengkang
BAYOU RESIDENCE,349 Upper Paya Lebar Road  #04-01 ,1,87,Strata,963000,-,11069,1028,09-JUL-2018,Apartment,Freehold,2008,Resale,Private,19,53,534957,North East Region,Serangoon
PARK COLONIAL,8 Woodleigh Lane  #09-32 ,1,43,Strata,831000,-,19326,1795,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
KEW RESIDENCIA,333 Kew Crescent ,1,206,Strata,1320000,-,6408,595,09-JUL-2018,Terrace House,99 Yrs From 03/02/1994,1996,Resale,Private,16,46,465955,East Region,Bedok
PARK COLONIAL,2 Woodleigh Lane  #12-01 ,1,63,Strata,1293000,-,20524,1907,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357685,Central Region,Toa Payoh
EDENZ LOFT,11 Lorong 24 Geylang  #07-04 ,1,40,Strata,570000,-,14250,1324,09-JUL-2018,Apartment,Freehold,2015,Resale,HDB,14,39,398623,Central Region,Geylang
MARTIN PLACE RESIDENCES,6 Martin Place  #29-07 ,1,55,Strata,1458000,-,26509,2463,09-JUL-2018,Condominium,Freehold,2011,Resale,HDB,09,23,237990,Central Region,River Valley
THE GREENWOOD,257 Greenwood Avenue ,1,280,Strata,2800000,-,10000,929,09-JUL-2018,Terrace House,103 Yrs From 02/06/2008,2011,Resale,Private,11,28,286876,Central Region,Bukit Timah
EIGHT COURTYARDS,18A Canberra Drive  #01-44 ,1,125,Strata,1113800,-,8910,828,09-JUL-2018,Condominium,99 Yrs From 20/09/2010,2014,Resale,HDB,27,76,768099,North Region,Yishun
EDELWEISS PARK CONDOMINIUM,82 Flora Road  #06-09 ,1,98,Strata,888000,-,9061,842,09-JUL-2018,Condominium,Freehold,2006,Resale,HDB,17,50,507000,East Region,Pasir Ris
SEA BREEZE TERRACE,58 Sea Breeze Avenue ,1,173,Land,2900000,-,16773,1558,09-JUL-2018,Terrace House,Freehold,1992,Resale,Private,16,48,487572,East Region,Tampines
MIMOSA PARK,57 Mimosa Road  #02-59 ,1,200,Strata,1980000,-,9900,920,09-JUL-2018,Condominium,Freehold,1979,Resale,Private,28,80,808014,North East Region,Serangoon
WATER PLACE,173 Tanjong Rhu Road  #05-08 ,1,84,Strata,1280000,-,15238,1416,09-JUL-2018,Condominium,99 Yrs From 02/03/1998,2004,Resale,Private,15,43,436932,Central Region,Kallang
KEW GATE,1K Limau Garden ,1,206,Strata,1400000,-,6796,631,09-JUL-2018,Terrace House,99 Yrs From 03/02/1994,1996,Resale,Private,16,46,466069,East Region,Bedok
ESTELLA GARDENS,27 Flora Road  #06-07 ,1,120,Strata,1080000,-,9000,836,09-JUL-2018,Condominium,Freehold,1999,Resale,Private,17,50,509741,East Region,Pasir Ris
PARK NATURA,35 Bukit Batok East Avenue 6  #03-22 ,1,128,Strata,1620000,-,12656,1176,09-JUL-2018,Condominium,Freehold,2011,Resale,HDB,23,65,659765,Central Region,Bukit Timah
D'LEEDON,9 Leedon Heights  #23-28 ,1,113,Strata,1850000,-,16372,1521,09-JUL-2018,Condominium,99 Yrs From 08/04/2010,2014,Resale,Private,10,26,267954,Central Region,Bukit Timah
THE SPRINGSIDE,115 Springside View ,1,336,Land,3680000,-,10952,1018,09-JUL-2018,Terrace House,Freehold,2016,Resale,HDB,26,78,786087,North Region,Yishun
KINGSFORD . HILLVIEW PEAK,101 Hillview Rise  #23-06 ,1,77,Strata,1200000,-,15584,1448,09-JUL-2018,Condominium,99 Yrs From 04/06/2012,2017,Sub Sale,HDB,23,66,667981,West Region,Bukit Batok
THE CREST,107 Prince Charles Crescent  #03-22 ,1,158,Strata,3729000,-,23601,2193,09-JUL-2018,Condominium,99 Yrs From 21/12/2012,2017,Resale,Private,03,15,159020,Central Region,Bukit Merah
WEST COAST GARDENS,35 West Coast Place ,1,186,Land,3000000,-,16103,1496,09-JUL-2018,Terrace House,956 Yrs From 27/05/1928,1976,Resale,Private,05,12,127587,West Region,Clementi
SANCTUARY GREEN,183 Tanjong Rhu Road  #08-01 ,1,130,Strata,1680000,-,12923,1201,09-JUL-2018,Condominium,99 Yrs From 17/03/1997,2004,Resale,Private,15,43,436923,Central Region,Kallang
N.A.,29 Jalan Sendudok ,1,275,Land,2420000,-,8787,816,09-JUL-2018,Semi-Detached House,999 Yrs From 26/03/1885,1997,Resale,Private,27,76,769460,North Region,Sembawang
WATERFRONT ISLE,732 Bedok Reservoir Road  #05-15 ,1,85,Strata,1118000,-,13153,1222,09-JUL-2018,Condominium,99 Yrs From 26/11/2009,2015,Resale,Private,16,47,479262,East Region,Bedok
NV RESIDENCES,89 Pasir Ris Grove  #10-19 ,1,84,Strata,870000,-,10357,962,09-JUL-2018,Condominium,99 Yrs From 07/01/2008,2013,Resale,HDB,18,51,518214,East Region,Pasir Ris
THE VERVE,23 Jalan Rajah  #05-03 ,1,41,Strata,652000,-,15902,1477,09-JUL-2018,Apartment,Freehold,2012,Resale,HDB,12,32,329138,Central Region,Novena
NV RESIDENCES,87 Pasir Ris Grove  #11-14 ,1,71,Strata,770000,-,10845,1008,09-JUL-2018,Condominium,99 Yrs From 07/01/2008,2013,Resale,HDB,18,51,518213,East Region,Pasir Ris
FOREST HILLS CONDOMINIUM,27 Transit Road  #04-06 ,1,108,Strata,875000,-,8102,753,09-JUL-2018,Condominium,99 Yrs From 10/02/2000,2003,Resale,HDB,26,77,778904,North Region,Yishun
HUNDRED TREES,87 West Coast Drive  #06-15 ,1,85,Strata,1238888,-,14575,1354,09-JUL-2018,Condominium,956 Yrs From 27/05/1928,2013,Resale,HDB,05,12,128015,West Region,Clementi
BUKIT REGENCY,1 Upper Bukit Timah View  #02-07 ,1,135,Strata,1600000,-,11852,1101,09-JUL-2018,Condominium,Freehold,1995,Resale,HDB,21,58,588132,Central Region,Bukit Timah
SKIES MILTONIA,33 Miltonia Close  #02-25 ,1,90,Strata,980000,-,10889,1012,09-JUL-2018,Condominium,99 Yrs From 20/02/2012,2016,Resale,HDB,27,76,768064,North Region,Yishun
LA FIESTA,70 Sengkang Square  #09-45 ,1,70,Strata,960000,-,13714,1274,09-JUL-2018,Condominium,99 Yrs From 03/09/2012,2016,Resale,Private,19,54,544705,North East Region,Sengkang
THE ENCLAVE . HOLLAND,131 Holland Road  #03-06 ,1,67,Strata,1859060,-,27747,2578,09-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,Private,10,27,278569,Central Region,Bukit Timah
COCO PALMS,29 Pasir Ris Grove  #06-60 ,1,107,Strata,1300000,-,12150,1129,09-JUL-2018,Condominium,99 Yrs From 07/01/2008,2018,Sub Sale,HDB,18,51,518074,East Region,Pasir Ris
WATERTOWN,81 Punggol Central  #09-90 ,1,89,Strata,1295000,-,14551,1352,09-JUL-2018,Apartment,99 Yrs From 18/05/2011,2017,Sub Sale,HDB,19,82,828760,North East Region,Punggol
SEASTRAND,13 Pasir Ris Link  #11-32 ,1,82,Strata,860000,-,10488,974,09-JUL-2018,Condominium,99 Yrs From 03/01/2011,2014,Resale,HDB,18,51,518181,East Region,Pasir Ris
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #15-65 ,1,67,Strata,951000,-,14194,1319,09-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
THE AMERY,18 Lorong K Telok Kurau  #01-15 ,1,140,Strata,1740000,-,12429,1155,09-JUL-2018,Condominium,Freehold,2010,Resale,Private,15,42,425781,East Region,Bedok
THE SPRINGBLOOM,139 Serangoon Avenue 3  #10-08 ,1,121,Strata,1500000,-,12397,1152,09-JUL-2018,Condominium,99 Yrs From 01/03/1995,1999,Resale,HDB,19,55,556119,North East Region,Serangoon
ECO SANCTUARY,63 Chestnut Avenue  #11-10 ,1,72,Strata,894000,-,12417,1154,09-JUL-2018,Condominium,99 Yrs From 25/04/2012,2016,Resale,Private,23,67,679523,West Region,Bukit Panjang
ISLAND PARK,52 Jalan Tambur ,1,429,Land,4698000,-,10956,1018,09-JUL-2018,Semi-Detached House,Freehold,1974,Resale,Private,20,57,576818,Central Region,Bishan
RIPPLE BAY,2 Pasir Ris Link  #06-07 ,1,92,Strata,980000,-,10652,990,09-JUL-2018,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518184,East Region,Pasir Ris
MONTEREY PARK CONDOMINIUM,31 West Coast Rise  #07-20 ,1,116,Strata,1545000,-,13319,1237,09-JUL-2018,Condominium,999 Yrs From 21/02/1885,2005,Resale,HDB,05,12,127474,West Region,Clementi
PARK COLONIAL,8 Woodleigh Lane  #12-31 ,1,43,Strata,840000,-,19535,1815,09-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
CANBERRA RESIDENCES,509 Canberra Drive  #01-25 ,1,100,Strata,860000,-,8600,799,09-JUL-2018,Condominium,99 Yrs From 08/09/2010,2013,Resale,HDB,27,76,768128,North Region,Sembawang
DUNMAN PLACE,515 Dunman Road  #17-03 ,1,123,Strata,1858000,-,15106,1403,09-JUL-2018,Apartment,Freehold,2001,Resale,Private,15,43,439204,Central Region,Geylang
PARC IMPERIAL,253B Pasir Panjang Road  #01-20 ,1,40,Strata,670000,-,16750,1556,09-JUL-2018,Condominium,Freehold,2010,Resale,HDB,05,11,117423,Central Region,Queenstown
WINDERMERE,28 Choa Chu Kang Street 64  #04-01 ,1,135,Strata,930000,-,6889,640,09-JUL-2018,Executive Condominium,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689097,West Region,Choa Chu Kang
BISHAN LOFT,31 Bishan Street 11  #28-05 ,1,129,Strata,1450000,-,11240,1044,09-JUL-2018,Executive Condominium,99 Yrs From 13/12/2000,2003,Resale,HDB,20,57,579819,Central Region,Bishan
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #10-76 ,1,138,Strata,1880000,-,13623,1266,08-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
WATERCOVE,253 Wak Hassan Drive ,1,323,Strata,2308000,-,7146,664,08-JUL-2018,Terrace House,Freehold,Uncompleted,New Sale,Private,27,75,757532,North Region,Sembawang
STIRLING RESIDENCES,21 Stirling Road  #13-05 ,1,64,Strata,1205000,-,18828,1749,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
THE BROWNSTONE,162 Canberra Drive  #05-48 ,1,92,Strata,920000,-,10000,929,08-JUL-2018,Executive Condominium,99 Yrs From 28/04/2014,2017,Resale,HDB,27,76,768000,North Region,Sembawang
KINGSFORD WATERBAY,80 Upper Serangoon View  #01-74 ,1,64,Strata,1013000,-,15828,1470,08-JUL-2018,Apartment,99 Yrs From 03/03/2014,Uncompleted,New Sale,HDB,19,53,533878,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #13-27 ,1,58,Strata,1100000,-,18966,1762,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #05-36 ,1,99,Strata,1969000,-,19889,1848,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #04-30 ,1,43,Strata,796000,-,18512,1720,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,4 Woodleigh Lane  #05-16 ,1,56,Strata,1059000,-,18911,1757,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #09-33 ,1,43,Strata,831000,-,19326,1795,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #02-34 ,1,43,Strata,786000,-,18279,1698,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
SIMS URBAN OASIS,16 Sims Drive  #04-57 ,1,96,Strata,1531400,-,15952,1482,08-JUL-2018,Condominium,99 Yrs From 29/07/2014,2017,New Sale,Private,14,38,387393,Central Region,Geylang
NORTHWAVE,101 Woodlands View  #04-03 ,1,92,Strata,787000,-,8554,795,08-JUL-2018,Executive Condominium,99 Yrs From 25/05/2015,Uncompleted,New Sale,N.A,25,73,737708,North Region,Woodlands
PARK COLONIAL,10 Woodleigh Lane  #12-46 ,1,91,Strata,1647000,-,18099,1681,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #11-02 ,1,98,Strata,1705000,-,17398,1616,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #23-24 ,1,41,Strata,857000,-,20902,1942,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #09-05 ,1,64,Strata,1189000,-,18578,1726,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #08-05 ,1,64,Strata,1185000,-,18516,1720,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #14-43 ,1,134,Strata,1887000,-,14082,1308,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357657,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #18-31 ,1,83,Strata,1582000,-,19060,1771,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #04-34 ,1,43,Strata,792000,-,18419,1711,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #07-33 ,1,43,Strata,822000,-,19116,1776,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #02-30 ,1,82,Strata,1383000,-,16866,1567,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #16-08 ,1,125,Strata,2181000,-,17448,1621,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #05-40 ,1,43,Strata,863000,-,20070,1865,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
AFFINITY AT SERANGOON,26 Serangoon North Avenue 1  #10-43 ,1,84,Strata,1388000,-,16524,1535,08-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554340,North East Region,Serangoon
STIRLING RESIDENCES,21 Stirling Road  #04-05 ,1,64,Strata,1169000,-,18266,1697,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
AFFINITY AT SERANGOON,26 Serangoon North Avenue 1  #09-47 ,1,100,Strata,1565000,-,15650,1454,08-JUL-2018,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,Private,19,55,554340,North East Region,Serangoon
STIRLING RESIDENCES,21 Stirling Road  #06-08 ,1,125,Strata,2105000,-,16840,1564,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #01-23 ,1,48,Strata,679000,-,14146,1314,08-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #05-84 ,1,57,Strata,786000,-,13789,1281,08-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533821,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #12-35 ,1,85,Strata,1502000,-,17671,1642,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #07-34 ,1,43,Strata,818000,-,19023,1767,08-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
KINGSFORD WATERBAY,78 Upper Serangoon View  #11-64 ,1,79,Strata,1117000,-,14139,1314,08-JUL-2018,Apartment,99 Yrs From 03/03/2014,Uncompleted,New Sale,N.A,19,53,533879,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #01-37 ,1,48,Strata,663000,-,13813,1283,08-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #04-31 ,1,83,Strata,1486000,-,17904,1663,08-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
