Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PARK COLONIAL,4 Woodleigh Lane  #06-13 ,1,63,Strata,1248000,-,19810,1840,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #02-01 ,1,41,Strata,765000,-,18659,1733,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
PARK COLONIAL,6 Woodleigh Lane  #10-18 ,1,53,Strata,1024000,-,19321,1795,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #06-53 ,1,43,Strata,590000,-,13721,1275,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #11-72 ,1,103,Strata,1416000,-,13748,1277,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #10-32 ,1,103,Strata,1400000,-,13592,1263,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
MARGARET VILLE,20 Margaret Drive  #19-07 ,1,90,Strata,1781400,-,19793,1839,05-JUL-2018,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,Private,03,14,149312,Central Region,Queenstown
PARK COLONIAL,2 Woodleigh Lane  #13-05 ,1,63,Strata,1200000,-,19048,1770,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #06-75 ,1,67,Strata,908000,-,13552,1259,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #08-16 ,1,56,Strata,1075000,-,19196,1783,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357686,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #08-27 ,1,59,Strata,1087000,-,18424,1712,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #14-62 ,1,43,Strata,655000,-,15233,1415,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #25-02 ,1,98,Strata,1809000,-,18459,1715,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,2 Woodleigh Lane  #06-03 ,1,101,Strata,1895000,-,18762,1743,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #08-68 ,1,57,Strata,824000,-,14456,1343,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #08-10 ,1,47,Strata,890000,-,18936,1759,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
OPTIMA @ TANAH MERAH,88 Tanah Merah Kechil Avenue  #09-20 ,1,79,Strata,1080000,-,13671,1270,05-JUL-2018,Condominium,99 Yrs From 09/12/2008,2012,Resale,Private,16,46,465518,East Region,Bedok
PARK COLONIAL,4 Woodleigh Lane  #10-11 ,1,91,Strata,1837000,-,20187,1875,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #07-09 ,1,59,Strata,1206000,-,20441,1899,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #12-80 ,1,67,Strata,939000,-,14015,1302,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #17-78 ,1,67,Strata,902000,-,13463,1251,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #07-37 ,1,43,Strata,943000,-,21930,2037,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
THE ALPS RESIDENCES,101 Tampines Street 86  #01-04 ,1,99,Strata,1259000,-,12717,1181,05-JUL-2018,Condominium,99 Yrs From 03/08/2015,Uncompleted,New Sale,HDB,18,52,528575,East Region,Tampines
PARK COLONIAL,4 Woodleigh Lane  #08-13 ,1,63,Strata,1257000,-,19952,1854,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357686,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #17-06 ,1,96,Strata,1263000,-,13156,1222,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #08-08 ,1,99,Strata,1374000,-,13879,1289,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #12-68 ,1,57,Strata,836000,-,14667,1363,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #10-80 ,1,67,Strata,931000,-,13896,1291,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #08-04 ,1,58,Strata,1080000,-,18621,1730,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #06-34 ,1,43,Strata,815000,-,18953,1761,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #04-35 ,1,85,Strata,1402000,-,16494,1532,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #08-09 ,1,59,Strata,1210000,-,20508,1905,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #16-31 ,1,67,Strata,955000,-,14254,1324,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
PARK COLONIAL,8 Woodleigh Lane  #14-37 ,1,62,Strata,1057000,-,17048,1584,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #16-54 ,1,43,Strata,620000,-,14419,1340,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #22-02 ,1,98,Strata,1786000,-,18224,1693,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,10 Woodleigh Lane  #08-46 ,1,91,Strata,1627000,-,17879,1661,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #06-41 ,1,43,Strata,634000,-,14744,1370,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
SIXTEEN35 RESIDENCES,16 Lorong 35 Geylang  #04-09 ,1,69,Strata,1092000,-,15826,1470,05-JUL-2018,Apartment,99 Yrs From 06/04/2018,Uncompleted,New Sale,Private,14,38,387946,Central Region,Geylang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #09-61 ,1,57,Strata,818000,-,14351,1333,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #11-82 ,1,138,Strata,1940000,-,14058,1306,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533821,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #10-02 ,1,98,Strata,1699000,-,17337,1611,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #09-77 ,1,156,Strata,2066000,-,13244,1230,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #07-63 ,1,85,Strata,1208000,-,14212,1320,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #05-05 ,1,64,Strata,1173000,-,18328,1703,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,21 Stirling Road  #11-03 ,1,71,Strata,1288000,-,18141,1685,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
PARK COLONIAL,12 Woodleigh Lane  #07-54 ,1,91,Strata,1584000,-,17407,1617,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh
THE ALPS RESIDENCES,115 Tampines Street 86  #01-45 ,1,87,Strata,948000,-,10897,1012,05-JUL-2018,Condominium,99 Yrs From 03/08/2015,Uncompleted,New Sale,HDB,18,52,528537,East Region,Tampines
PARK COLONIAL,4 Woodleigh Lane  #13-13 ,1,63,Strata,1275000,-,20238,1880,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh
HARBOUR VIEW GARDENS,221 Pasir Panjang Road  #03-01 ,1,61,Strata,1164000,-,19082,1773,05-JUL-2018,Apartment,Freehold,Uncompleted,New Sale,Private,05,11,118582,Central Region,Queenstown
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #01-61 ,1,48,Strata,640000,-,13333,1239,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
ARTRA,10 Alexandra View  #37-01 ,1,131,Strata,2555800,-,19510,1813,05-JUL-2018,Apartment,99 Yrs From 15/02/2016,Uncompleted,New Sale,N.A,03,15,158745,Central Region,Bukit Merah
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #11-61 ,1,57,Strata,826000,-,14491,1346,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #28-08 ,1,125,Strata,2308000,-,18464,1715,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #11-64 ,1,67,Strata,931000,-,13896,1291,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #09-25 ,1,43,Strata,621000,-,14442,1342,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533815,North East Region,Hougang
KINGSFORD WATERBAY,64 Upper Serangoon View  #15-06 ,1,79,Strata,1150000,-,14557,1352,05-JUL-2018,Apartment,99 Yrs From 03/03/2014,Uncompleted,New Sale,HDB,19,53,533886,North East Region,Hougang
PARK COLONIAL,2 Woodleigh Lane  #12-02 ,1,116,Strata,2205000,-,19009,1766,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #07-39 ,1,67,Strata,929000,-,13866,1288,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #04-69 ,1,57,Strata,804000,-,14105,1310,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #05-54 ,1,43,Strata,587000,-,13651,1268,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,12 Woodleigh Lane  #08-56 ,1,59,Strata,1273000,-,21576,2004,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
STIRLING RESIDENCES,21 Stirling Road  #37-07 ,1,91,Strata,1744000,-,19165,1780,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #10-72 ,1,103,Strata,1410000,-,13689,1272,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533820,North East Region,Hougang
EAST MEADOWS,30 Tanah Merah Kechil Road  #03-09 ,1,128,Strata,1458000,-,11391,1058,05-JUL-2018,Condominium,99 Yrs From 02/03/1998,2001,Resale,HDB,16,46,465558,East Region,Bedok
PARK COLONIAL,8 Woodleigh Lane  #04-33 ,1,43,Strata,796000,-,18512,1720,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
PARK COLONIAL,10 Woodleigh Lane  #03-41 ,1,59,Strata,1080000,-,18305,1701,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh
PARK COLONIAL,12 Woodleigh Lane  #12-50 ,1,159,Strata,2973000,-,18698,1737,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
STIRLING RESIDENCES,25 Stirling Road  #20-25 ,1,98,Strata,1738000,-,17735,1648,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #08-31 ,1,83,Strata,1511000,-,18205,1691,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
THE POIZ RESIDENCES,6 Meyappa Chettiar Road  #18-09 ,1,353,Strata,3734000,-,10578,983,05-JUL-2018,Apartment,99 Yrs From 17/11/2014,2018,New Sale,Private,13,35,358454,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #08-50 ,1,48,Strata,713000,-,14854,1380,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
THE SERENADE @ HOLLAND,371 Holland Road  #03-01 ,1,175,Strata,2250000,-,12857,1194,05-JUL-2018,Condominium,99 Yrs From 05/06/2001,2004,Resale,Private,10,27,278698,Central Region,Bukit Timah
PARK COLONIAL,2 Woodleigh Lane  #10-05 ,1,63,Strata,1188000,-,18857,1752,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357685,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #15-40 ,1,57,Strata,847000,-,14860,1380,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #24-01 ,1,41,Strata,871000,-,21244,1974,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #03-24 ,1,41,Strata,762000,-,18585,1727,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148962,Central Region,Queenstown
NV RESIDENCES,99 Pasir Ris Grove  #05-44 ,1,103,Strata,1019000,-,9893,919,05-JUL-2018,Condominium,99 Yrs From 07/01/2008,2013,Resale,Private,18,51,518194,East Region,Pasir Ris
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #13-30 ,1,57,Strata,836000,-,14667,1363,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533815,North East Region,Hougang
PARK COLONIAL,12 Woodleigh Lane  #10-53 ,1,59,Strata,1119000,-,18966,1762,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357658,Central Region,Toa Payoh
MARTIN MODERN,10 Martin Place  #24-08 ,1,130,Strata,4035600,-,31043,2884,05-JUL-2018,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,Private,09,23,237963,Central Region,River Valley
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #09-83 ,1,138,Strata,1900000,-,13768,1279,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533821,North East Region,Hougang
STIRLING RESIDENCES,25 Stirling Road  #10-31 ,1,83,Strata,1524000,-,18361,1706,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
PARK COLONIAL,2 Woodleigh Lane  #05-04 ,1,63,Strata,1195000,-,18968,1762,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #05-38 ,1,62,Strata,1316000,-,21226,1972,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #02-01 ,1,57,Strata,786000,-,13789,1281,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
PARK COLONIAL,4 Woodleigh Lane  #09-09 ,1,56,Strata,1083000,-,19339,1797,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357686,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #15-04 ,1,57,Strata,848000,-,14877,1382,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
QUEENS PEAK,3 Dundee Road  #22-19 ,1,88,Strata,1502000,-,17068,1586,05-JUL-2018,Condominium,99 Yrs From 28/09/2015,Uncompleted,New Sale,Private,03,14,149457,Central Region,Queenstown
PARK COLONIAL,2 Woodleigh Lane  #08-04 ,1,63,Strata,1211000,-,19222,1786,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357685,Central Region,Toa Payoh
PARK COLONIAL,8 Woodleigh Lane  #07-40 ,1,43,Strata,869000,-,20209,1877,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,57 Hougang Avenue 7  #16-83 ,1,138,Strata,1970000,-,14275,1326,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533821,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #06-01 ,1,57,Strata,802000,-,14070,1307,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #16-69 ,1,57,Strata,852000,-,14947,1389,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #17-77 ,1,177,Strata,2270000,-,12825,1191,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533820,North East Region,Hougang
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #07-06 ,1,81,Strata,1158000,-,14296,1328,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #10-41 ,1,43,Strata,646000,-,15023,1396,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533816,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #17-01 ,1,41,Strata,829000,-,20220,1878,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148960,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #13-24 ,1,41,Strata,804000,-,19610,1822,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
ARTRA,10 Alexandra View  #36-03 ,1,77,Strata,1703800,-,22127,2056,05-JUL-2018,Apartment,99 Yrs From 15/02/2016,Uncompleted,New Sale,Private,03,15,158745,Central Region,Bukit Merah
STIRLING RESIDENCES,25 Stirling Road  #15-24 ,1,41,Strata,813000,-,19829,1842,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,HDB,03,14,148962,Central Region,Queenstown
STIRLING RESIDENCES,25 Stirling Road  #14-31 ,1,83,Strata,1550000,-,18675,1735,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,N.A,03,14,148962,Central Region,Queenstown
PARK COLONIAL,6 Woodleigh Lane  #14-18 ,1,53,Strata,1040000,-,19623,1823,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357687,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #13-04 ,1,57,Strata,840000,-,14737,1369,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533813,North East Region,Hougang
RIVERFRONT RESIDENCES,53 Hougang Avenue 7  #12-63 ,1,85,Strata,1233000,-,14506,1348,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533819,North East Region,Hougang
STIRLING RESIDENCES,21 Stirling Road  #09-04 ,1,58,Strata,1084000,-,18690,1736,05-JUL-2018,Apartment,99 Yrs From 18/08/2017,Uncompleted,New Sale,Private,03,14,148960,Central Region,Queenstown
PARK COLONIAL,8 Woodleigh Lane  #13-30 ,1,43,Strata,843000,-,19605,1821,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357688,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #06-04 ,1,57,Strata,812000,-,14246,1323,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
MIMOSA TERRACE,18 Mimosa Drive ,1,152,Land,2400000,-,15810,1469,05-JUL-2018,Terrace House,Freehold,2008,Resale,HDB,28,80,805431,North East Region,Serangoon
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #11-30 ,1,57,Strata,828000,-,14526,1350,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #03-41 ,1,43,Strata,625000,-,14535,1350,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
LE QUEST,8 Bukit Batok Street 41  #16-24 ,1,87,Strata,1213000,-,13943,1295,05-JUL-2018,Apartment,99 Yrs From 29/08/2016,Uncompleted,New Sale,N.A,23,65,657993,West Region,Bukit Batok
PARK COLONIAL,12 Woodleigh Lane  #03-54 ,1,91,Strata,1564000,-,17187,1597,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,HDB,13,35,357658,Central Region,Toa Payoh
SUNGROVE,93 West Coast Grove ,1,659,Strata,3003000,-,4557,423,05-JUL-2018,Semi-Detached House,99 Yrs From 05/12/1994,1997,Resale,Private,05,12,127885,West Region,Clementi
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #06-60 ,1,103,Strata,1353000,-,13136,1220,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,HDB,19,53,533818,North East Region,Hougang
PARK COLONIAL,10 Woodleigh Lane  #10-42 ,1,91,Strata,1604000,-,17626,1638,05-JUL-2018,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,Private,13,35,357657,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,41 Hougang Avenue 7  #04-06 ,1,81,Strata,1143000,-,14111,1311,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533813,North East Region,Hougang
N.A.,104A Owen Road ,1,165,Strata,1500000,-,9091,845,05-JUL-2018,Apartment,Freehold,1985,Resale,HDB,08,21,218912,Central Region,Kallang
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #05-40 ,1,57,Strata,807000,-,14158,1315,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,Private,19,53,533816,North East Region,Hougang
WATERTOWN,73 Punggol Central  #08-62 ,1,54,Strata,760000,-,14074,1308,05-JUL-2018,Apartment,99 Yrs From 18/05/2011,2017,Sub Sale,HDB,19,82,828756,North East Region,Punggol
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #08-52 ,1,56,Strata,786000,-,14036,1304,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
RIVERFRONT RESIDENCES,45 Hougang Avenue 7  #08-31 ,1,67,Strata,927000,-,13836,1285,05-JUL-2018,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533815,North East Region,Hougang
