Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
JADESCAPE,4 Shunfu Road  #12-10 ,1,71,Strata,1305500,-,18387,1708,18-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan
THE RAINTREE,89 Bukit Drive  #03-19 ,1,120,Strata,1280000,-,10667,991,17-JAN-2020,Condominium,99 Yrs From 01/03/2003,2008,Resale,N.A,21,58,587846,West Region,Bukit Panjang
8 SAINT THOMAS,8 St. Thomas Walk  #35-01 ,1,225,Strata,9000000,-,40000,3716,17-JAN-2020,Condominium,Freehold,2018,Resale,N.A,09,23,238146,Central Region,River Valley
CHARMING GARDEN,140 King'S Road  #03-06 ,1,169,Strata,2800000,-,16568,1539,17-JAN-2020,Condominium,999 Yrs From 27/12/1875,1984,Resale,N.A,10,26,268157,Central Region,Bukit Timah
TWIN WATERFALLS,110 Punggol Walk  #14-21 ,1,85,Strata,875000,-,10294,956,17-JAN-2020,Executive Condominium,99 Yrs From 05/10/2011,2015,Resale,HDB,19,82,828765,North East Region,Punggol
MARINA ONE RESIDENCES,23 Marina Way  #15-30 ,1,70,Strata,1666121,-,23802,2211,17-JAN-2020,Apartment,99 Yrs From 01/07/2011,2017,Resale,N.A,01,01,018979,Central Region,Downtown Core
CENTRAL GROVE,1 Geylang East Avenue 1  #13-01 ,1,115,Strata,1198000,-,10417,968,17-JAN-2020,Condominium,99 Yrs From 18/07/1997,2001,Resale,HDB,14,38,389778,Central Region,Geylang
THE LINEAR,882 Upper Bukit Timah Road  #06-06 ,1,175,Strata,1930000,-,11029,1025,17-JAN-2020,Apartment,999 Yrs From 02/10/1876,2006,Resale,N.A,23,67,678182,West Region,Bukit Panjang
N.A.,14 Trevose Crescent ,1,607,Land,9700000,-,15991,1486,17-JAN-2020,Detached House,Freehold,Unknown,Resale,N.A,11,29,298028,Central Region,Novena
WHISTLER GRAND,107 West Coast Vale  #23-10 ,1,71,Strata,1123400,-,15823,1470,17-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126751,West Region,Clementi
VIEW AT KISMIS,19 Lorong Kismis  #05-16 ,1,65,Strata,1188000,-,18277,1698,17-JAN-2020,Apartment,99 Yrs From 31/05/2019,Uncompleted,New Sale,N.A,21,59,598012,Central Region,Bukit Timah
MANDALE HEIGHTS,45 Mandalay Road  #04-03 ,1,71,Strata,1020000,-,14366,1335,17-JAN-2020,Apartment,Freehold,2004,Resale,N.A,11,30,308225,Central Region,Novena
VIEW AT KISMIS,25 Lorong Kismis  #05-33 ,1,75,Strata,1401000,-,18680,1735,17-JAN-2020,Apartment,99 Yrs From 31/05/2019,Uncompleted,New Sale,N.A,21,59,596189,Central Region,Bukit Timah
J C DRAYCOTT,34 Draycott Drive  #07-03 ,1,96,Strata,2080000,-,21667,2013,17-JAN-2020,Apartment,Freehold,1998,Resale,N.A,10,25,259426,Central Region,Newton
TREASURE AT TAMPINES,45 Tampines Lane  #02-148 ,1,63,Strata,941112,-,14938,1388,17-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528463,East Region,Tampines
VAN HOLLAND,188 Holland Road  #04-07 ,1,64,Strata,2090000,-,32656,3034,17-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,278584,Central Region,Bukit Timah
TESSA LODGE,831 Mountbatten Road  #03-01 ,1,114,Strata,1488000,-,13053,1213,17-JAN-2020,Apartment,Freehold,2007,Resale,N.A,15,43,437824,Central Region,Marine Parade
GRANDEUR 8,10 Ang Mo Kio Central 3  #16-13 ,1,104,Strata,1080000,-,10385,965,17-JAN-2020,Condominium,99 Yrs From 16/07/2002,2005,Resale,N.A,20,56,567745,North East Region,Ang Mo Kio
CENTRAL VIEW,52 Hougang Street 11  #04-06 ,1,113,Strata,900000,-,7965,740,17-JAN-2020,Condominium,99 Yrs From 20/03/1998,2002,Resale,N.A,19,53,538750,North East Region,Hougang
THE BAYSHORE,34 Bayshore Road  #09-01 ,1,110,Strata,1120000,-,10182,946,17-JAN-2020,Condominium,99 Yrs From 31/05/1993,1997,Resale,N.A,16,46,469976,East Region,Bedok
RIVERSOUND RESIDENCE,9A Sengkang East Avenue  #07-32 ,1,99,Strata,945000,-,9545,887,17-JAN-2020,Condominium,99 Yrs From 26/08/2011,2015,Resale,HDB,19,54,544743,North East Region,Sengkang
SKY EVERTON,50 Everton Road  #21-04 ,1,43,Strata,1224000,-,28465,2644,17-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,02,08,089396,Central Region,Bukit Merah
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #06-45 ,1,61,Strata,1208000,-,19803,1840,17-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
GREENBANK PARK,42 Greenbank Park ,1,401,Land,4000000,-,9980,927,17-JAN-2020,Semi-Detached House,Freehold,1981,Resale,N.A,21,58,589403,Central Region,Bukit Timah
JADESCAPE,6 Shunfu Road  #12-24 ,1,117,Strata,2138700,-,18279,1698,17-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan
JADESCAPE,8 Shunfu Road  #22-30 ,1,71,Strata,1370000,-,19296,1793,17-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan
EASTVILLE APARTMENTS,43M Joo Chiat Lane ,1,86,Strata,1350000,-,15698,1458,17-JAN-2020,Apartment,Freehold,1966,Resale,N.A,15,42,428103,Central Region,Geylang
VIEW AT KISMIS,21 Lorong Kismis  #03-20 ,1,119,Strata,1980000,-,16639,1546,17-JAN-2020,Apartment,99 Yrs From 31/05/2019,Uncompleted,New Sale,N.A,21,59,596187,Central Region,Bukit Timah
WATERVIEW,73 Tampines Avenue 1  #08-03 ,1,110,Strata,1285000,-,11682,1085,17-JAN-2020,Condominium,99 Yrs From 16/06/2010,2014,Resale,N.A,18,52,529780,East Region,Tampines
BOATHOUSE RESIDENCES,33 Upper Serangoon View  #10-26 ,1,66,Strata,760000,-,11515,1070,17-JAN-2020,Condominium,99 Yrs From 09/02/2011,2015,Resale,HDB,19,53,534042,North East Region,Hougang
WATERTOWN,61 Punggol Central  #12-02 ,1,105,Strata,1663000,-,15838,1471,17-JAN-2020,Apartment,99 Yrs From 18/05/2011,2017,Resale,HDB,19,82,828840,North East Region,Punggol
PRIVE,33 Punggol Field  #16-15 ,1,105,Strata,1150000,-,10952,1018,17-JAN-2020,Executive Condominium,99 Yrs From 14/09/2010,2013,Resale,N.A,19,82,828817,North East Region,Punggol
THE WOODLEIGH RESIDENCES,15 Bidadari Park Drive  #10-07 ,1,89,Strata,1796000,-,20180,1875,17-JAN-2020,Apartment,99 Yrs From 18/09/2017,Uncompleted,New Sale,N.A,13,36,367805,Central Region,Toa Payoh
SOLEIL @ SINARAN,6 Sinaran Drive  #17-09 ,1,102,Strata,2000000,-,19608,1822,17-JAN-2020,Condominium,99 Yrs From 23/10/2006,2011,Resale,HDB,11,30,307468,Central Region,Novena
THE HILLFORD,178 Jalan Jurong Kechil  #05-35 ,1,37,Strata,472000,-,12757,1185,17-JAN-2020,Apartment,60 Yrs From 19/02/2013,2016,Resale,HDB,21,59,596150,Central Region,Bukit Timah
THE CALROSE,511 Yio Chu Kang Road  #02-11 ,1,90,Strata,1285000,-,14278,1326,17-JAN-2020,Condominium,Freehold,2007,Resale,N.A,26,78,787066,North East Region,Ang Mo Kio
TREASURE AT TAMPINES,13 Tampines Lane  #07-48 ,1,63,Strata,929112,-,14748,1370,17-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528479,East Region,Tampines
GRAND DUCHESS AT ST PATRICK'S,136 St. Patrick'S Road  #04-20 ,1,126,Strata,2220000,-,17619,1637,17-JAN-2020,Condominium,Freehold,2010,Resale,HDB,15,42,424214,East Region,Bedok
MARINA ONE RESIDENCES,23 Marina Way  #21-19 ,1,93,Strata,2321045,-,24957,2319,17-JAN-2020,Apartment,99 Yrs From 01/07/2011,2017,Resale,HDB,01,01,018979,Central Region,Downtown Core
PARC SEABREEZE,532 Joo Chiat Road  #15-06 ,1,120,Strata,2390000,-,19917,1850,17-JAN-2020,Apartment,Freehold,2012,Resale,N.A,15,42,427711,Central Region,Marine Parade
CASPIAN,50 Lakeside Drive  #17-02 ,1,165,Strata,1770000,-,10727,997,17-JAN-2020,Condominium,99 Yrs From 17/03/2008,2012,Resale,N.A,22,64,648315,West Region,Jurong West
LYNNSVILLE 331,331D Pasir Panjang Road ,1,303,Strata,2400000,-,7921,736,17-JAN-2020,Terrace House,Freehold,2009,Resale,N.A,05,11,117472,Central Region,Queenstown
MI CASA,323 Choa Chu Kang Avenue 3  #13-25 ,1,104,Strata,1020000,-,9808,911,17-JAN-2020,Condominium,99 Yrs From 25/08/2008,2012,Resale,HDB,23,68,689865,West Region,Choa Chu Kang
THE AVENIR,10 River Valley Close  #33-11 ,1,224,Strata,8324000,-,37161,3452,17-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
ESTELLA GARDENS,29 Flora Road  #01-12 ,1,148,Strata,1380000,-,9324,866,17-JAN-2020,Condominium,Freehold,1999,Resale,N.A,17,50,509742,East Region,Pasir Ris
N.A.,337D Joo Chiat Road ,1,100,Strata,918000,-,9180,853,17-JAN-2020,Apartment,9999 Yrs From 01/01/1961,Unknown,Resale,N.A,15,42,427590,Central Region,Marine Parade
REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #01-04 ,1,109,Strata,1783320,-,16361,1520,17-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098402,Central Region,Bukit Merah
REFLECTIONS AT KEPPEL BAY,1 Keppel Bay View  #05-07 ,1,157,Strata,2730000,-,17389,1615,17-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098402,Central Region,Bukit Merah
N.A.,32 Jalan Manis ,1,145,Land,1980000,-,13674,1270,17-JAN-2020,Terrace House,Freehold,1968,Resale,N.A,12,32,329267,Central Region,Kallang
PINEVALE,8 Tampines Street 73  #11-04 ,1,119,Strata,928000,-,7798,724,17-JAN-2020,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,N.A,18,52,528826,East Region,Tampines
HIGH PARK RESIDENCES,27 Fernvale Road  #15-26 ,1,107,Strata,1390000,-,12991,1207,17-JAN-2020,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,N.A,28,79,797415,North East Region,Sengkang
WORTHINGTON,35 Butterworth Lane  #09-02 ,1,90,Strata,1270000,-,14111,1311,17-JAN-2020,Apartment,Freehold,2010,Resale,HDB,15,43,439443,Central Region,Geylang
N.A.,67 Gerald Drive ,1,339,Land,3150000,-,9295,864,17-JAN-2020,Semi-Detached House,Freehold,1989,Resale,N.A,28,79,799012,North East Region,Hougang
KING'S MANSION,437 Tanjong Katong Road  #04-01 ,1,149,Strata,2200000,-,14765,1372,17-JAN-2020,Condominium,Freehold,1982,Resale,N.A,15,43,437147,Central Region,Marine Parade
SEAVIEW POINT,15 Amber Road  #12-01 ,1,129,Strata,2108888,-,16348,1519,17-JAN-2020,Apartment,Freehold,1994,Resale,N.A,15,43,439865,Central Region,Marine Parade
THE CREST,103 Prince Charles Crescent  #11-08 ,1,66,Strata,1488000,-,22545,2095,17-JAN-2020,Condominium,99 Yrs From 21/12/2012,2017,Resale,N.A,03,15,159018,Central Region,Bukit Merah
VACANZA @ EAST,40 Lengkong Tujoh  #08-13 ,1,95,Strata,1290000,-,13579,1262,17-JAN-2020,Condominium,Freehold,2014,Resale,HDB,14,41,417393,East Region,Bedok
SYMPHONY HEIGHTS,41 Hume Avenue  #08-01 ,1,86,Strata,1290000,-,15000,1394,17-JAN-2020,Condominium,Freehold,1998,Resale,N.A,21,59,598738,West Region,Bukit Batok
PIERMONT GRAND,32 Sumang Walk  #15-22 ,1,92,Strata,1109700,-,12062,1121,16-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828621,North East Region,Punggol
MINBU VILLA,56 Minbu Road  #06-02 ,1,217,Strata,2600000,-,11982,1113,16-JAN-2020,Apartment,Freehold,1981,Resale,N.A,11,30,308185,Central Region,Novena
AUSTVILLE RESIDENCES,15 Sengkang East Avenue  #01-12 ,1,116,Strata,1038000,-,8948,831,16-JAN-2020,Executive Condominium,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544806,North East Region,Sengkang
THE TRE VER,62 Potong Pasir Avenue 1  #19-15 ,1,128,Strata,2342000,-,18297,1700,16-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358392,Central Region,Toa Payoh
WATER PLACE,173 Tanjong Rhu Road  #07-06 ,1,126,Strata,1660000,-,13175,1224,16-JAN-2020,Condominium,99 Yrs From 02/03/1998,2004,Resale,N.A,15,43,436932,Central Region,Kallang
THE POIZ RESIDENCES,6 Meyappa Chettiar Road  #15-10 ,1,142,Strata,2190000,-,15423,1433,16-JAN-2020,Apartment,99 Yrs From 17/11/2014,2018,Sub Sale,N.A,13,35,358454,Central Region,Toa Payoh
MELVILLE PARK,16 Simei Street 1  #01-03 ,1,87,Strata,673000,-,7736,719,16-JAN-2020,Condominium,99 Yrs From 01/09/1992,1996,Resale,HDB,18,52,529942,East Region,Tampines
CHESTERVALE,37 Bangkit Road  #05-03 ,1,131,Strata,870000,-,6641,617,16-JAN-2020,Executive Condominium,99 Yrs From 17/03/1997,1999,Resale,HDB,23,67,679976,West Region,Bukit Panjang
THE PARC CONDOMINIUM,9 West Coast Walk  #07-20 ,1,132,Strata,1870000,-,14167,1316,16-JAN-2020,Condominium,Freehold,2010,Resale,HDB,05,12,127160,West Region,Clementi
HOLLAND GARDENS,75 Moonbeam Terrace ,1,908,Land,5800000,-,6388,593,16-JAN-2020,Detached House,99 Yrs From 07/08/1979,2006,Resale,N.A,10,27,277326,Central Region,Bukit Timah
TREASURE AT TAMPINES,53 Tampines Lane  #07-181 ,1,43,Strata,679112,-,15793,1467,16-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528459,East Region,Tampines
CAVENAGH GARDENS,73 Cavenagh Road  #02-376 ,1,144,Strata,1800000,-,12500,1161,16-JAN-2020,Apartment,Freehold,Unknown,Resale,HDB,09,22,229624,Central Region,Newton
LUXUS HILLS,50 Luxus Hill Drive ,1,205,Land,3610000,-,17610,1636,16-JAN-2020,Terrace House,999 Yrs From 01/01/1879,2018,Resale,N.A,28,80,804782,North East Region,Serangoon
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #07-45 ,1,61,Strata,1212000,-,19869,1846,16-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
THE CREST,103 Prince Charles Crescent  #06-12 ,1,111,Strata,2450000,-,22072,2051,16-JAN-2020,Condominium,99 Yrs From 21/12/2012,2017,Resale,N.A,03,15,159018,Central Region,Bukit Merah
THE ENCLAVE . HOLLAND,131 Holland Road  #03-02 ,1,129,Strata,2560000,-,19845,1844,16-JAN-2020,Apartment,Freehold,2019,New Sale,N.A,10,27,278569,Central Region,Bukit Timah
THE ENCLAVE . HOLLAND,131 Holland Road  #03-03 ,1,140,Strata,2850000,-,20357,1891,16-JAN-2020,Apartment,Freehold,2019,New Sale,N.A,10,27,278569,Central Region,Bukit Timah
RIVERSOUND RESIDENCE,7 Sengkang East Avenue  #07-24 ,1,110,Strata,1200000,-,10909,1013,16-JAN-2020,Condominium,99 Yrs From 26/08/2011,2015,Resale,N.A,19,54,544741,North East Region,Sengkang
SUNRISE GARDENS,55 Sunrise Avenue  #01-04 ,1,138,Strata,1050000,-,7609,707,16-JAN-2020,Condominium,99 Yrs From 24/06/1995,1998,Resale,N.A,28,80,806747,North East Region,Ang Mo Kio
PARC BOTANNIA,16 Fernvale Street  #22-25 ,1,140,Strata,1713020,-,12236,1137,16-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797393,North East Region,Sengkang
THE TAPESTRY,55 Tampines Street 86  #02-24 ,1,138,Strata,1730970,-,12543,1165,16-JAN-2020,Condominium,99 Yrs From 31/07/2017,Uncompleted,New Sale,N.A,18,52,528541,East Region,Tampines
ONE SHENTON,1 Shenton Way  #11-04 ,1,49,Strata,1030000,-,21020,1953,16-JAN-2020,Apartment,99 Yrs From 14/10/2005,2011,Resale,HDB,01,06,068803,Central Region,Downtown Core
MIDTOWN BAY,122 Beach Road  #09-04 ,1,42,Strata,1310200,1274200,30338,2818,16-JAN-2020,Apartment,99 Yrs From 02/01/2018,Uncompleted,New Sale,N.A,07,18,189770,Central Region,Downtown Core
WATERCOLOURS,35 Pasir Ris Link  #09-33 ,1,106,Strata,990000,-,9340,868,16-JAN-2020,Executive Condominium,99 Yrs From 10/01/2012,2014,Resale,N.A,18,51,518155,East Region,Pasir Ris
WOODSVALE,3 Woodlands Drive 72  #02-08 ,1,120,Strata,776000,-,6467,601,16-JAN-2020,Executive Condominium,99 Yrs From 22/09/1997,2000,Resale,HDB,25,73,738090,North Region,Woodlands
TREASURE AT TAMPINES,13 Tampines Lane  #06-48 ,1,63,Strata,924112,-,14668,1363,16-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528479,East Region,Tampines
N.A.,4 Cedar Avenue ,1,200,Land,3670000,-,18396,1709,16-JAN-2020,Terrace House,Freehold,2020,Resale,HDB,13,34,349694,Central Region,Toa Payoh
SCENIC HEIGHTS,245 Balestier Road  #03-02 ,1,85,Strata,1010000,-,11882,1104,16-JAN-2020,Apartment,Freehold,2005,Resale,N.A,12,32,329929,Central Region,Novena
THE JOVELL,27 Flora Drive  #01-53 ,1,81,Strata,985600,-,12168,1130,16-JAN-2020,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,N.A,17,50,506764,East Region,Pasir Ris
PARC MONDRIAN,21 Woodleigh Close  #06-05 ,1,109,Strata,1618000,-,14844,1379,16-JAN-2020,Apartment,Freehold,2010,Resale,N.A,13,35,357916,Central Region,Toa Payoh
RIVERFRONT RESIDENCES,55 Hougang Avenue 7  #12-77 ,1,156,Strata,2168000,-,13897,1291,16-JAN-2020,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533820,North East Region,Hougang
THE ANTARES,23 Mattar Road  #17-21 ,1,149,Strata,2485982,-,16684,1550,16-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,14,38,387730,Central Region,Geylang
CENTRAL GREEN CONDOMINIUM,1 Jalan Membina  #11-02 ,1,86,Strata,1388000,-,16140,1499,16-JAN-2020,Condominium,99 Yrs From 01/07/1992,1995,Resale,HDB,03,16,169479,Central Region,Bukit Merah
THE LAKESHORE,29 Jurong West Street 41  #16-13 ,1,109,Strata,1325000,-,12156,1129,16-JAN-2020,Condominium,99 Yrs From 22/11/2002,2008,Resale,N.A,22,64,649411,West Region,Jurong West
CANBERRA RESIDENCES,511 Canberra Drive  #03-26 ,1,87,Strata,838000,-,9632,895,16-JAN-2020,Condominium,99 Yrs From 08/09/2010,2013,Resale,HDB,27,76,768129,North Region,Sembawang
THE WOODLEIGH RESIDENCES,25 Bidadari Park Drive  #13-43 ,1,64,Strata,1364000,-,21313,1980,16-JAN-2020,Apartment,99 Yrs From 18/09/2017,Uncompleted,New Sale,N.A,13,36,367797,Central Region,Toa Payoh
KENG LEE COURT,74A Keng Lee Road  #02-03 ,1,98,Strata,1180000,-,12041,1119,16-JAN-2020,Apartment,Freehold,1985,Resale,N.A,08,21,219250,Central Region,Kallang
COSTA RHU,3 Rhu Cross  #08-12 ,1,153,Strata,2200000,-,14379,1336,16-JAN-2020,Condominium,99 Yrs From 30/05/1994,1997,Resale,N.A,15,43,437433,Central Region,Kallang
BEDOK RIA,24 Bedok Ria Place ,1,164,Land,2735000,-,16636,1546,16-JAN-2020,Terrace House,Freehold,1989,Resale,HDB,16,48,489784,East Region,Bedok
MARINA ONE RESIDENCES,23 Marina Way  #15-29 ,1,70,Strata,1693969,-,24200,2248,16-JAN-2020,Apartment,99 Yrs From 01/07/2011,2017,Resale,N.A,01,01,018979,Central Region,Downtown Core
THE LAURELS,38 Cairnhill Road  #18-03 ,1,51,Strata,1350000,-,26471,2459,16-JAN-2020,Condominium,Freehold,2013,Resale,N.A,09,22,229658,Central Region,Newton
POETS VILLAS,216 Tagore Avenue ,1,339,Strata,1978800,-,5837,542,16-JAN-2020,Semi-Detached House,99 Yrs From 01/04/2010,2014,Resale,HDB,26,78,786221,North East Region,Ang Mo Kio
WATERVIEW,73 Tampines Avenue 1  #08-01 ,1,73,Strata,820000,-,11233,1044,16-JAN-2020,Condominium,99 Yrs From 16/06/2010,2014,Resale,N.A,18,52,529780,East Region,Tampines
THE CANOPY,81 Yishun Avenue 11  #07-26 ,1,81,Strata,735000,-,9074,843,16-JAN-2020,Executive Condominium,99 Yrs From 14/06/2010,2014,Resale,HDB,27,76,768863,North Region,Yishun
N.A.,244 Carpmael Road ,1,168,Land,3220000,-,19224,1786,16-JAN-2020,Terrace House,Freehold,1965,Resale,N.A,15,42,429959,Central Region,Marine Parade
CARPMAEL THIRTY-EIGHT,38 Carpmael Road  #03-01 ,1,109,Strata,1777355,-,16306,1515,16-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,15,42,429781,Central Region,Geylang
THE MINTON,10A Hougang Street 11  #13-36 ,1,154,Strata,1750000,-,11364,1056,16-JAN-2020,Condominium,99 Yrs From 27/07/2007,2013,Resale,HDB,19,53,534079,North East Region,Hougang
CITY SQUARE RESIDENCES,14 Kitchener Link  #29-29 ,1,113,Strata,1935000,-,17124,1591,15-JAN-2020,Condominium,Freehold,2008,Resale,N.A,08,20,207223,Central Region,Kallang
GARDENVISTA,962 Dunearn Road  #07-30 ,1,88,Strata,1300000,-,14773,1372,15-JAN-2020,Condominium,99 Yrs From 09/09/1999,2006,Resale,N.A,21,58,589487,Central Region,Bukit Timah
N.A.,100 Joo Chiat Place ,1,85,Land,2600000,-,30481,2832,15-JAN-2020,Terrace House,Freehold,Unknown,Resale,N.A,15,42,427826,Central Region,Geylang
THE TRE VER,64 Potong Pasir Avenue 1  #04-23 ,1,69,Strata,1203000,-,17435,1620,15-JAN-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358393,Central Region,Toa Payoh
ASTON MANSIONS,3 Lorong 42 Geylang  #03-07 ,1,114,Strata,1085000,-,9518,884,15-JAN-2020,Apartment,99 Yrs From 13/02/1995,1998,Resale,N.A,14,39,398026,Central Region,Geylang
D'NEST,131 Pasir Ris Grove  #03-18 ,1,70,Strata,828000,-,11829,1099,15-JAN-2020,Condominium,99 Yrs From 20/10/2010,2017,Resale,N.A,18,51,518130,East Region,Pasir Ris
RIVERFRONT RESIDENCES,47 Hougang Avenue 7  #16-36 ,1,43,Strata,679000,-,15791,1467,15-JAN-2020,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533816,North East Region,Hougang
RIPPLE BAY,6 Pasir Ris Link  #12-28 ,1,72,Strata,780000,-,10833,1006,15-JAN-2020,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518161,East Region,Pasir Ris
THE FLORENCE RESIDENCES,95 Hougang Avenue 2  #01-72 ,1,45,Strata,709000,-,15756,1464,15-JAN-2020,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,533754,North East Region,Hougang
ARC AT TAMPINES,3 Tampines Avenue 8  #10-04 ,1,75,Strata,756000,-,10080,936,15-JAN-2020,Executive Condominium,99 Yrs From 22/02/2011,2014,Resale,N.A,18,52,529595,East Region,Tampines
GLENTREES,11B Mount Sinai Lane  #01-08 ,1,293,Strata,3500000,-,11945,1110,15-JAN-2020,Condominium,999 Yrs From 17/09/1885,2005,Resale,N.A,10,27,277051,Central Region,Bukit Timah
ESPADA,48 St. Thomas Walk  #23-04 ,1,52,Strata,1190000,-,22885,2126,15-JAN-2020,Apartment,Freehold,2013,Resale,N.A,09,23,238126,Central Region,River Valley
LOYANG COURT,161T Jalan Loyang Besar ,1,178,Strata,1250000,-,7022,652,15-JAN-2020,Terrace House,99 Yrs From 21/10/1994,1997,Resale,HDB,17,50,509516,East Region,Pasir Ris
AVENUE SOUTH RESIDENCE,11 Silat Avenue  #16-32 ,1,68,Strata,1441000,-,21191,1969,15-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168877,Central Region,Bukit Merah
AVENUE SOUTH RESIDENCE,11 Silat Avenue  #14-33 ,1,61,Strata,1247000,-,20443,1899,15-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168877,Central Region,Bukit Merah
NOUVEL 18,18 Anderson Road  #05-05 ,1,147,Strata,4888000,-,33252,3089,15-JAN-2020,Condominium,Freehold,2014,Resale,N.A,10,25,259977,Central Region,Newton
N.A.,16 Greenleaf Avenue ,1,324,Land,5500000,-,16965,1576,15-JAN-2020,Semi-Detached House,Freehold,1968,Resale,N.A,10,27,279597,Central Region,Bukit Timah
MIDWOOD,10 Hillview Rise  #18-19 ,1,51,Strata,945100,-,18531,1722,15-JAN-2020,Condominium,99 Yrs From 01/10/2018,Uncompleted,New Sale,N.A,23,66,667972,West Region,Bukit Batok
MARGARET VILLE,20 Margaret Drive  #17-08 ,1,110,Strata,2074954,-,18863,1752,15-JAN-2020,Apartment,99 Yrs From 13/03/2017,Uncompleted,New Sale,N.A,03,14,149312,Central Region,Queenstown
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #05-46 ,1,68,Strata,1328000,-,19529,1814,15-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
PARC ESTA,904 Sims Avenue  #01-22 ,1,78,Strata,1342000,-,17205,1598,15-JAN-2020,Apartment,99 Yrs From 12/07/2018,Uncompleted,New Sale,N.A,14,40,408968,Central Region,Geylang
CARISSA PARK CONDOMINIUM,2 Flora Drive  #03-41 ,1,115,Strata,1125000,-,9783,909,15-JAN-2020,Condominium,Freehold,2001,Resale,N.A,17,50,507025,East Region,Pasir Ris
THE GARDEN RESIDENCES,1 Serangoon North View  #14-16 ,1,42,Strata,729600,-,17371,1614,15-JAN-2020,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,N.A,19,55,554343,North East Region,Serangoon
PEOPLE'S GARDEN,70 Lorong 1 Realty Park ,1,218,Land,2528000,-,11623,1080,15-JAN-2020,Terrace House,999 Yrs From 01/09/1876,1998,Resale,HDB,19,53,536973,North East Region,Hougang
SOUTH BEACH RESIDENCES,28 Beach Road  #36-01 ,1,114,Strata,3967920,-,34806,3234,15-JAN-2020,Apartment,99 Yrs From 10/12/2007,2016,Resale,N.A,07,18,189762,Central Region,Downtown Core
PARC CLEMATIS,8F Jalan Lempeng  #15-58 ,1,85,Strata,1435000,-,16882,1568,15-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,126740,West Region,Clementi
