Project Name,Address,No. of Units,Area (sqm),Type of Area,Transacted Price ($),Nett Price($),Unit Price ($ psm),Unit Price ($ psf),Sale Date,Property Type,Tenure,Completion Date,Type of Sale,Purchaser Address Indicator,Postal District,Postal Sector,Postal Code,Planning Region,Planning Area
PIERMONT GRAND,24 Sumang Walk  #15-08 ,1,126,Strata,1446660,-,11481,1067,12-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828678,North East Region,Punggol
JADESCAPE,2 Shunfu Road  #04-01 ,1,71,Strata,1259000,-,17732,1647,12-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575742,Central Region,Bishan
MIDWOOD,8 Hillview Rise  #04-01 ,1,45,Strata,743600,-,16524,1535,12-JAN-2020,Condominium,99 Yrs From 01/10/2018,Uncompleted,New Sale,N.A,23,66,667971,West Region,Bukit Batok
SENGKANG GRAND RESIDENCES,84 Compassvale Bow  #13-56 ,1,44,Strata,843200,-,19164,1780,12-JAN-2020,Apartment,99 Yrs From 13/11/2018,Uncompleted,New Sale,N.A,19,54,544572,North East Region,Sengkang
THE FLORENCE RESIDENCES,83 Hougang Avenue 2  #04-16 ,1,87,Strata,1341000,-,15414,1432,12-JAN-2020,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538860,North East Region,Hougang
NEU AT NOVENA,27 Moulmein Rise  #04-01 ,1,76,Strata,2154000,-,28342,2633,12-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,30,308140,Central Region,Novena
RIVERFRONT RESIDENCES,51 Hougang Avenue 7  #12-55 ,1,48,Strata,708000,-,14750,1370,12-JAN-2020,Apartment,99 Yrs From 31/05/2018,Uncompleted,New Sale,N.A,19,53,533818,North East Region,Hougang
JADESCAPE,16 Shunfu Road  #05-60 ,1,84,Strata,1506200,-,17931,1666,12-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan
JADESCAPE,16 Shunfu Road  #09-60 ,1,84,Strata,1518000,-,18071,1679,12-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan
THE AVENIR,8 River Valley Close  #09-01 ,1,77,Strata,2510000,-,32597,3028,12-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
NEU AT NOVENA,27 Moulmein Rise  #05-06 ,1,60,Strata,1672000,-,27867,2589,11-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,30,308140,Central Region,Novena
JADESCAPE,10 Shunfu Road  #17-39 ,1,153,Strata,2901100,-,18961,1762,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575746,Central Region,Bishan
PARC CLEMATIS,8D Jalan Lempeng  #20-44 ,1,68,Strata,1209000,-,17779,1652,11-JAN-2020,Apartment,99 Yrs From 08/08/2019,Uncompleted,New Sale,N.A,05,12,128826,West Region,Clementi
WHISTLER GRAND,109 West Coast Vale  #10-18 ,1,118,Strata,1659170,-,14061,1306,11-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126752,West Region,Clementi
FYVE DERBYSHIRE,5 Derbyshire Road  #06-03 ,1,74,Strata,1817000,-,24554,2281,11-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,30,309461,Central Region,Novena
PIERMONT GRAND,34 Sumang Walk  #16-28 ,1,78,Strata,963090,-,12347,1147,11-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828622,North East Region,Punggol
THE AVENIR,8 River Valley Close  #08-01 ,1,77,Strata,2497000,-,32429,3013,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
KENT RIDGE HILL RESIDENCES,68 South Buona Vista Road  #04-86 ,1,44,Strata,832000,-,18909,1757,11-JAN-2020,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,117328,Central Region,Queenstown
JADESCAPE,6 Shunfu Road  #02-25 ,1,132,Strata,2245000,-,17008,1580,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan
ONE HOLLAND VILLAGE RESIDENCES,1 Holland Village Way  #12-04 ,1,45,Strata,1332598,1325935,29465,2737,11-JAN-2020,Apartment,99 Yrs From 13/08/2018,Uncompleted,New Sale,N.A,10,27,275754,Central Region,Queenstown
THE AVENIR,10 River Valley Close  #28-08 ,1,146,Strata,5337000,-,36555,3396,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
THE AVENIR,10 River Valley Close  #06-08 ,1,146,Strata,4809000,-,32938,3060,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
THE AVENIR,10 River Valley Close  #33-10 ,1,192,Strata,7073000,-,36839,3422,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
THE AVENIR,10 River Valley Close  #36-10 ,1,192,Strata,7154000,-,37260,3462,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
SKY EVERTON,50 Everton Road  #33-05 ,1,61,Strata,1938000,-,31770,2952,11-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,02,08,089396,Central Region,Bukit Merah
THE AVENIR,10 River Valley Close  #31-11 ,1,224,Strata,8256000,-,36857,3424,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
THE AVENIR,10 River Valley Close  #18-11 ,1,224,Strata,7814000,-,34884,3241,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238438,Central Region,River Valley
PARC ESTA,900 Sims Avenue  #15-05 ,1,42,Strata,856000,-,20381,1893,11-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408966,Central Region,Geylang
VAN HOLLAND,188 Holland Road  #03-07 ,1,64,Strata,2022450,-,31601,2936,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,278584,Central Region,Bukit Timah
PIERMONT GRAND,22 Sumang Walk  #10-02 ,1,158,Strata,1696950,-,10740,998,11-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828677,North East Region,Punggol
VAN HOLLAND,188 Holland Road  #03-10 ,1,46,Strata,1465670,-,31862,2960,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,278584,Central Region,Bukit Timah
RV ALTITUDE,344 River Valley Road  #10-06 ,1,41,Strata,1371000,-,33439,3107,11-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,09,23,238385,Central Region,River Valley
JUNIPER HILL,39 Ewe Boon Road  #12-10 ,1,206,Strata,6080000,-,29515,2742,11-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,10,25,259334,Central Region,Tanglin
JADESCAPE,16 Shunfu Road  #13-54 ,1,71,Strata,1310600,-,18459,1715,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan
JADESCAPE,16 Shunfu Road  #15-57 ,1,49,Strata,933000,-,19041,1769,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan
THE FLORENCE RESIDENCES,83 Hougang Avenue 2  #07-10 ,1,59,Strata,967000,-,16390,1523,11-JAN-2020,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,538860,North East Region,Hougang
JADESCAPE,12 Shunfu Road  #10-42 ,1,117,Strata,2124400,-,18157,1687,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575747,Central Region,Bishan
THE FLORENCE RESIDENCES,95 Hougang Avenue 2  #06-65 ,1,87,Strata,1342000,-,15425,1433,11-JAN-2020,Apartment,99 Yrs From 24/12/2018,Uncompleted,New Sale,N.A,19,53,533754,North East Region,Hougang
JADESCAPE,16 Shunfu Road  #04-60 ,1,84,Strata,1469700,-,17496,1625,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan
JADESCAPE,4 Shunfu Road  #14-15 ,1,49,Strata,928000,-,18939,1759,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan
JADESCAPE,6 Shunfu Road  #16-21 ,1,98,Strata,1806900,-,18438,1713,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan
THE AVENIR,8 River Valley Close  #16-03 ,1,106,Strata,3577000,-,33745,3135,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
THE AVENIR,8 River Valley Close  #09-03 ,1,106,Strata,3451000,-,32557,3025,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
THE AVENIR,8 River Valley Close  #18-05 ,1,142,Strata,4839000,-,34077,3166,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
AFFINITY AT SERANGOON,26 Serangoon North Avenue 1  #04-48 ,1,79,Strata,1275000,-,16139,1499,11-JAN-2020,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554340,North East Region,Serangoon
THE AVENIR,8 River Valley Close  #36-02 ,1,49,Strata,1880000,-,38367,3564,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
AFFINITY AT SERANGOON,30 Serangoon North Avenue 1  #09-72 ,1,50,Strata,861000,-,17220,1600,11-JAN-2020,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554342,North East Region,Serangoon
THE GARDEN RESIDENCES,9 Serangoon North View  #04-38 ,1,84,Strata,1387600,-,16519,1535,11-JAN-2020,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,N.A,19,55,554347,North East Region,Serangoon
DAINTREE RESIDENCE,11G Toh Tuck Road  #05-38 ,1,66,Strata,1182290,-,17913,1664,11-JAN-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596129,Central Region,Bukit Timah
PARC ESTA,916 Sims Avenue  #04-76 ,1,48,Strata,952000,-,19833,1843,11-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408974,Central Region,Geylang
PARC ESTA,916 Sims Avenue  #01-77 ,1,98,Strata,1653000,-,16867,1567,11-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408974,Central Region,Geylang
TREASURE AT TAMPINES,49 Tampines Lane  #12-164 ,1,57,Strata,897112,-,15739,1462,11-JAN-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528461,East Region,Tampines
JADESCAPE,4 Shunfu Road  #03-11 ,1,94,Strata,1698000,-,18064,1678,11-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan
THE AVENIR,8 River Valley Close  #23-01 ,1,77,Strata,2692000,-,34961,3248,11-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,09,23,238432,Central Region,River Valley
THE GARDENS AT BISHAN,9 Sin Ming Walk  #01-01 ,1,154,Strata,1500000,-,9740,905,10-JAN-2020,Condominium,99 Yrs From 22/03/1997,2004,Resale,N.A,20,57,575578,Central Region,Bishan
VAN HOLLAND,188 Holland Road  #03-09 ,1,107,Strata,3413000,-,31897,2963,10-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,27,278584,Central Region,Bukit Timah
KENTISH COURT,33 Oxford Road  #06-07 ,1,117,Strata,1250000,-,10684,993,10-JAN-2020,Apartment,99 Yrs From 01/03/1995,1999,Resale,N.A,08,21,218816,Central Region,Kallang
SPRINGLEAF GARDEN,43 Springleaf Garden ,1,325,Land,3220000,-,9902,920,10-JAN-2020,Semi-Detached House,Freehold,1984,Resale,N.A,26,78,788203,North Region,Yishun
A TREASURE TROVE,52 Punggol Walk  #11-06 ,1,97,Strata,1250000,-,12887,1197,10-JAN-2020,Condominium,99 Yrs From 09/03/2011,2015,Resale,HDB,19,82,828831,North East Region,Punggol
RIVERSAILS,18 Upper Serangoon Crescent  #02-46 ,1,107,Strata,1200000,-,11215,1042,10-JAN-2020,Condominium,99 Yrs From 07/12/2011,2016,Resale,HDB,19,53,534027,North East Region,Hougang
N.A.,8 Lorong 22 Geylang ,1,154,Land,2700000,-,17555,1631,10-JAN-2020,Terrace House,Freehold,1955,Resale,N.A,14,39,398668,Central Region,Geylang
SERAYA VILLE,13C Seraya Lane ,1,117,Strata,1380000,-,11795,1096,10-JAN-2020,Apartment,Freehold,1991,Resale,HDB,15,43,437280,Central Region,Marine Parade
RV EDGE,2 Shanghai Road  #07-09 ,1,69,Strata,1188800,-,17229,1601,10-JAN-2020,Apartment,Freehold,2013,Resale,N.A,10,24,248209,Central Region,Tanglin
DOUBLE BAY RESIDENCES,19 Simei Street 4  #07-18 ,1,52,Strata,708000,-,13615,1265,10-JAN-2020,Condominium,99 Yrs From 07/04/2008,2012,Resale,N.A,18,52,529885,East Region,Tampines
TROPICAL SPRING,29 Simei Street 4  #03-16 ,1,129,Strata,1245000,-,9651,897,10-JAN-2020,Condominium,99 Yrs From 06/12/1997,2002,Resale,N.A,18,52,529876,East Region,Tampines
MAYFAIR MODERN,2 Rifle Range Road  #05-01 ,1,97,Strata,2235000,-,23041,2141,10-JAN-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588373,Central Region,Bukit Timah
THE INTERWEAVE,21 Kim Keat Road  #15-05 ,1,41,Strata,650000,-,15854,1473,10-JAN-2020,Apartment,Freehold,2014,Resale,HDB,12,32,328805,Central Region,Novena
KOVAN REGENCY,40 Kovan Rise  #04-20 ,1,72,Strata,1085000,-,15069,1400,10-JAN-2020,Condominium,99 Yrs From 24/04/2012,2015,Resale,HDB,19,54,544728,North East Region,Hougang
ASTOR,51C Lengkong Empat  #11-04 ,1,101,Strata,890000,-,8812,819,10-JAN-2020,Apartment,99 Yrs From 12/08/2002,2006,Resale,N.A,14,41,417660,East Region,Bedok
PARC VISTA,450 Corporation Road  #08-05 ,1,98,Strata,905000,-,9235,858,10-JAN-2020,Condominium,99 Yrs From 01/03/1995,1998,Resale,HDB,22,64,649810,West Region,Jurong West
AMARYLLIS VILLE,20 Newton Road  #11-05 ,1,117,Strata,2005000,-,17137,1592,10-JAN-2020,Condominium,99 Yrs From 24/10/1997,2004,Resale,N.A,11,30,307953,Central Region,Novena
GARDENVISTA,962 Dunearn Road  #07-31 ,1,87,Strata,1300000,-,14943,1388,10-JAN-2020,Condominium,99 Yrs From 09/09/1999,2006,Resale,HDB,21,58,589487,Central Region,Bukit Timah
LEEDON GREEN,38 Leedon Heights  #01-52 ,1,224,Strata,6018300,-,26867,2496,10-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266078,Central Region,Bukit Timah
PARC ESTA,906 Sims Avenue  #18-29 ,1,70,Strata,1212000,-,17314,1609,10-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408969,Central Region,Geylang
LA CASA,60 Woodlands Drive 16  #04-22 ,1,106,Strata,828000,-,7811,726,10-JAN-2020,Executive Condominium,99 Yrs From 13/09/2004,2008,Resale,HDB,25,73,737896,North Region,Woodlands
RIPPLE BAY,4 Pasir Ris Link  #06-14 ,1,50,Strata,580000,-,11600,1078,10-JAN-2020,Condominium,99 Yrs From 10/08/2011,2015,Resale,HDB,18,51,518160,East Region,Pasir Ris
COSTA RHU,3 Rhu Cross  #09-05 ,1,92,Strata,1220000,-,13261,1232,10-JAN-2020,Condominium,99 Yrs From 30/05/1994,1997,Resale,HDB,15,43,437433,Central Region,Kallang
REFLECTIONS AT KEPPEL BAY,19 Keppel Bay View  #05-60 ,1,158,Strata,2725000,-,17247,1602,10-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098412,Central Region,Bukit Merah
BLOSSOM RESIDENCES,30 Segar Road  #03-02 ,1,70,Strata,710000,-,10143,942,10-JAN-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang
THE RIVERVALE,1 Rivervale Link  #08-15 ,1,122,Strata,990000,-,8115,754,10-JAN-2020,Executive Condominium,99 Yrs From 18/12/1997,2000,Resale,N.A,19,54,545118,North East Region,Sengkang
BAYWATER,810 Bedok Reservoir Road  #09-12 ,1,119,Strata,1318000,-,11076,1029,10-JAN-2020,Condominium,99 Yrs From 19/03/2001,2006,Resale,N.A,16,47,479241,East Region,Bedok
NV RESIDENCES,89 Pasir Ris Grove  #14-25 ,1,110,Strata,1050000,-,9545,887,10-JAN-2020,Condominium,99 Yrs From 07/01/2008,2013,Resale,N.A,18,51,518214,East Region,Pasir Ris
SARACA GARDENS,72 Saraca View ,1,199,Land,2560000,-,12845,1193,10-JAN-2020,Terrace House,Freehold,1993,Resale,N.A,28,80,807330,North East Region,Serangoon
WOODGROVE CONDOMINIUM,6 Woodgrove Drive  #04-17 ,1,200,Strata,1430000,-,7150,664,10-JAN-2020,Condominium,99 Yrs From 17/05/1997,1999,Resale,N.A,25,73,738209,North Region,Woodlands
REGENCY PARK,11 Nathan Road  #03-02 ,1,295,Strata,5100000,-,17288,1606,10-JAN-2020,Condominium,Freehold,1987,Resale,N.A,10,24,248732,Central Region,Tanglin
VILLA VERDE,85 Verde Avenue ,1,150,Land,1430000,-,9533,886,10-JAN-2020,Terrace House,99 Yrs From 22/03/1997,2000,Resale,HDB,23,68,688353,West Region,Choa Chu Kang
PINEVALE,6 Tampines Street 73  #04-02 ,1,120,Strata,925000,-,7708,716,10-JAN-2020,Executive Condominium,99 Yrs From 31/01/1997,1999,Resale,HDB,18,52,528825,East Region,Tampines
SENGKANG GRAND RESIDENCES,80 Compassvale Bow  #08-36 ,1,122,Strata,2151200,-,17633,1638,10-JAN-2020,Apartment,99 Yrs From 13/11/2018,Uncompleted,New Sale,N.A,19,54,544570,North East Region,Sengkang
SKY VUE,1 Bishan Street 15  #18-09 ,1,63,Strata,1180000,-,18730,1740,10-JAN-2020,Condominium,99 Yrs From 04/03/2013,2016,Resale,N.A,20,57,573910,Central Region,Bishan
LAGOON VIEW,5000K Marine Parade Road  #25-46 ,1,153,Strata,1600000,-,10458,972,10-JAN-2020,Apartment,99 Yrs From 15/11/1977,Unknown,Resale,N.A,15,44,449292,East Region,Bedok
AFFINITY AT SERANGOON,18 Serangoon North Avenue 1  #06-01 ,1,107,Strata,1677000,-,15673,1456,10-JAN-2020,Apartment,99 Yrs From 18/05/2018,Uncompleted,New Sale,N.A,19,55,554336,North East Region,Serangoon
FOH PIN GARDEN,17B Charlton Lane ,1,198,Land,2620000,-,13239,1230,10-JAN-2020,Terrace House,Freehold,1979,Resale,N.A,19,53,539634,North East Region,Hougang
THE NAUTICAL,95 Jalan Sendudok  #02-36 ,1,104,Strata,1030000,-,9904,920,10-JAN-2020,Condominium,99 Yrs From 29/08/2011,2015,Resale,HDB,27,76,769473,North Region,Sembawang
WHISTLER GRAND,109 West Coast Vale  #25-12 ,1,99,Strata,1526020,-,15414,1432,10-JAN-2020,Apartment,99 Yrs From 07/05/2018,Uncompleted,New Sale,N.A,05,12,126752,West Region,Clementi
RV ALTITUDE,344 River Valley Road  #16-03 ,1,53,Strata,1695000,-,31981,2971,10-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,09,23,238385,Central Region,River Valley
RV ALTITUDE,344 River Valley Road  #05-03 ,1,53,Strata,1614000,-,30453,2829,10-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,09,23,238385,Central Region,River Valley
OLLOI,50 Lorong 101 Changi  #03-08 ,1,125,Strata,2332000,-,18656,1733,10-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,15,42,426657,Central Region,Geylang
RV EDGE,2 Shanghai Road  #02-02 ,1,35,Strata,738000,-,21086,1959,10-JAN-2020,Apartment,Freehold,2013,Resale,N.A,10,24,248209,Central Region,Tanglin
HIGH PARK RESIDENCES,27 Fernvale Road  #17-25 ,1,62,Strata,830000,-,13387,1244,10-JAN-2020,Apartment,99 Yrs From 05/11/2014,2019,Sub Sale,HDB,28,79,797415,North East Region,Sengkang
NEU AT NOVENA,27 Moulmein Rise  #06-01 ,1,76,Strata,2168000,-,28526,2650,10-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,11,30,308140,Central Region,Novena
THE CENTREPOINT,176A Orchard Road  #05-62 ,1,69,Strata,1900000,-,27536,2558,10-JAN-2020,Apartment,99 Yrs From 17/08/1979,1983,Resale,N.A,09,23,238844,Central Region,Orchard
THE LAURELS,38 Cairnhill Road  #18-06 ,1,51,Strata,1350000,-,26471,2459,10-JAN-2020,Condominium,Freehold,2013,Resale,N.A,09,22,229658,Central Region,Newton
THE CENTREPOINT,176A Orchard Road  #07-61 ,1,69,Strata,1900000,-,27536,2558,10-JAN-2020,Apartment,99 Yrs From 17/08/1979,1983,Resale,N.A,09,23,238844,Central Region,Orchard
LUXUS HILLS,61 Luxus Hill Drive ,1,150,Land,3068000,-,20453,1900,10-JAN-2020,Terrace House,999 Yrs From 01/01/1879,2018,Resale,HDB,28,80,804750,North East Region,Serangoon
THE RICHMOND,7 St. Michael'S Road  #08-04 ,1,117,Strata,1350000,-,11538,1072,10-JAN-2020,Apartment,Freehold,1999,Resale,HDB,12,32,327950,Central Region,Kallang
MARINA ONE RESIDENCES,23 Marina Way  #13-30 ,1,68,Strata,1629630,-,23965,2226,10-JAN-2020,Apartment,99 Yrs From 01/07/2011,2017,Resale,N.A,01,01,018979,Central Region,Downtown Core
CASA FORTUNA,36 Ah Hood Road  #16-03 ,1,47,Strata,700000,-,14894,1384,10-JAN-2020,Apartment,Freehold,2011,Resale,HDB,12,32,329980,Central Region,Novena
BOULEVARD 88,86 Orchard Boulevard  #11-01 ,1,165,Strata,6196500,-,37555,3489,10-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,10,24,248655,Central Region,Orchard
THE GARDEN RESIDENCES,3 Serangoon North View  #03-17 ,1,64,Strata,1055700,-,16495,1532,10-JAN-2020,Apartment,99 Yrs From 30/10/2017,Uncompleted,New Sale,N.A,19,55,554344,North East Region,Serangoon
CASTLE GREEN,485 Yio Chu Kang Road  #08-14 ,1,131,Strata,1345000,-,10267,954,10-JAN-2020,Condominium,99 Yrs From 01/12/1993,1997,Resale,N.A,26,78,787058,North East Region,Ang Mo Kio
SIMS URBAN OASIS,16 Sims Drive  #03-58 ,1,96,Strata,1535000,-,15990,1485,10-JAN-2020,Condominium,99 Yrs From 29/07/2014,2017,Resale,N.A,14,38,387393,Central Region,Geylang
ONE SHENTON,1 Shenton Way  #09-07 ,1,75,Strata,1285000,-,17133,1592,10-JAN-2020,Apartment,99 Yrs From 14/10/2005,2011,Resale,HDB,01,06,068803,Central Region,Downtown Core
MARINA ONE RESIDENCES,23 Marina Way  #24-34 ,1,108,Strata,2803300,-,25956,2411,10-JAN-2020,Apartment,99 Yrs From 01/07/2011,2017,Resale,N.A,01,01,018979,Central Region,Downtown Core
N.A.,17 Toh Tuck Terrace ,1,183,Land,2730000,-,14959,1390,10-JAN-2020,Terrace House,Freehold,Unknown,Resale,N.A,21,59,596647,Central Region,Bukit Timah
JADESCAPE,4 Shunfu Road  #16-10 ,1,71,Strata,1311000,-,18465,1715,10-JAN-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan
SEASIDE RESIDENCES,18 Siglap Link  #21-32 ,1,63,Strata,1330540,-,21120,1962,10-JAN-2020,Apartment,99 Yrs From 18/04/2016,Uncompleted,New Sale,N.A,15,44,448873,East Region,Bedok
REFLECTIONS AT KEPPEL BAY,29 Keppel Bay View  #31-86 ,1,203,Strata,3500000,-,17241,1602,10-JAN-2020,Condominium,99 Yrs From 15/03/2006,2011,Resale,N.A,04,09,098417,Central Region,Bukit Merah
PIERMONT GRAND,22 Sumang Walk  #05-02 ,1,140,Strata,1666100,-,11901,1106,09-JAN-2020,Executive Condominium,99 Yrs From 04/06/2018,Uncompleted,New Sale,N.A,19,82,828677,North East Region,Punggol
SILVERSEA,50 Marine Parade Road  #02-17 ,1,99,Strata,1638888,-,16554,1538,09-JAN-2020,Condominium,99 Yrs From 20/07/2007,2014,Resale,HDB,15,44,449307,Central Region,Marine Parade
N.A.,14 Yuk Tong Avenue ,1,158,Land,2280000,-,14430,1341,09-JAN-2020,Terrace House,Freehold,Unknown,Resale,N.A,21,59,596319,Central Region,Bukit Timah
OASIS GARDEN,51 Jalan Bunga Rampai  #13-01 ,1,88,Strata,1150000,-,13068,1214,09-JAN-2020,Condominium,Freehold,2009,Resale,HDB,19,53,538420,Central Region,Toa Payoh
KENT RIDGE HILL RESIDENCES,62 South Buona Vista Road  #05-33 ,1,83,Strata,1511160,-,18207,1691,09-JAN-2020,Apartment,99 Yrs From 10/11/2018,Uncompleted,New Sale,N.A,05,11,118173,Central Region,Queenstown
D'NEST,135 Pasir Ris Grove  #04-30 ,1,45,Strata,597000,-,13267,1233,09-JAN-2020,Condominium,99 Yrs From 20/10/2010,2017,Resale,N.A,18,51,518132,East Region,Pasir Ris
AVENUE SOUTH RESIDENCE,13 Silat Avenue  #16-41 ,1,103,Strata,2147000,-,20845,1937,09-JAN-2020,Apartment,99 Yrs From 14/08/2018,Uncompleted,New Sale,N.A,03,16,168878,Central Region,Bukit Merah
SKY EVERTON,50 Everton Road  #15-02 ,1,85,Strata,2328000,-,27388,2544,09-JAN-2020,Apartment,Freehold,Uncompleted,New Sale,N.A,02,08,089396,Central Region,Bukit Merah
LEEDON GREEN,26 Leedon Heights  #11-02 ,1,139,Strata,4159000,-,29921,2780,09-JAN-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,10,26,266221,Central Region,Bukit Timah
MAYFAIR MODERN,2 Rifle Range Road  #08-05 ,1,106,Strata,2145132,-,20237,1880,09-JAN-2020,Condominium,99 Yrs From 18/09/2018,Uncompleted,New Sale,N.A,21,58,588373,Central Region,Bukit Timah
PARC ESTA,900 Sims Avenue  #07-01 ,1,69,Strata,1261000,-,18275,1698,09-JAN-2020,Apartment,99 Yrs From 12/07/2018 ,Uncompleted,New Sale,N.A,14,40,408966,Central Region,Geylang
WOODGROVE CONDOMINIUM,2 Woodgrove Drive  #01-06 ,1,115,Strata,845000,-,7348,683,09-JAN-2020,Condominium,99 Yrs From 17/05/1997,1999,Resale,HDB,25,73,738207,North Region,Woodlands
PARC BOTANNIA,12 Fernvale Street  #02-16 ,1,80,Strata,1129000,-,14113,1311,09-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797391,North East Region,Sengkang
PARC BOTANNIA,16 Fernvale Street  #19-24 ,1,90,Strata,1372000,-,15244,1416,09-JAN-2020,Condominium,99 Yrs From 28/12/2016,Uncompleted,New Sale,N.A,28,79,797393,North East Region,Sengkang
